,size_x,size_y,boolean_x,float_x,integer_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,0.11,5,0,1,0,0,0,0,0,1,0.0041043260134756565
1,10.0,3,0,0,1,0,0,0,0,1,0.00037140914355404675
2,0.3,4500,0,1,0,0,0,0,1,0,0.54160475730896
3,2.0,310,1,0,0,0,0,1,0,0,0.006983598228543997
4,20.0,310,0,0,0,1,0,1,0,0,0.024448569864034653
5,50.0,3,0,0,0,1,0,0,0,1,0.004006748553365469
6,2.0,3,1,0,0,0,0,0,1,0,0.01890946365892887
7,2.0,15,1,0,0,0,0,0,0,1,0.00011116185487480834
8,10.0,15,0,0,1,0,0,0,0,1,0.00011505564179969952
9,5.0,15,0,0,1,0,0,0,0,1,0.0005200615269131958
10,0.11,600,0,1,0,0,0,0,0,1,0.013148355297744274
11,70.0,60,0,0,0,1,0,0,0,1,0.0034727759193629026
12,2.0,70,1,0,0,0,0,0,0,1,0.0005868481821380556
13,500000.0,100,0,0,1,0,0,0,1,0,5.2141269407002255e-05
14,30.0,5,0,0,0,1,0,0,1,0,3.7368461107689654e-06
15,50.0,3,0,0,0,1,0,0,0,1,0.004165423568338156
16,60.0,35,0,0,0,1,0,0,0,1,0.003681453177705407
17,500000.0,5,0,0,1,0,0,0,1,0,0.002243964234367013
18,70.0,3,0,0,0,1,0,0,0,1,0.015109659172594547
19,70.0,5,0,0,0,1,0,0,0,1,0.7867069840431213
20,5.0,3,0,0,1,0,0,0,0,1,9.624934318708256e-05
21,2.0,4200000,1,0,0,0,0,0,1,0,0.009755459614098072
22,70.0,70,0,0,0,1,0,0,0,1,0.00587176438421011
23,20.0,4500,0,0,0,1,0,0,1,0,0.01814115047454834
24,2.0,7,1,0,0,0,0,0,0,1,6.502227915916592e-05
25,2.0,310,1,0,0,0,0,1,0,0,0.004520605783909559
26,60.0,2,0,0,0,1,1,0,0,0,8.578515553381294e-05
27,2.0,4500,1,0,0,0,0,0,1,0,0.0171202402561903
28,2.0,30,1,0,0,0,0,0,0,1,0.04902110993862152
29,0.3,30,0,1,0,0,0,0,0,1,0.00015546029317192733
30,60.0,4200000,0,0,0,1,0,0,1,0,0.001366084674373269
31,2.0,5,1,0,0,0,0,0,1,0,0.0025113606825470924
32,40.0,3,0,0,0,1,0,0,0,1,0.00013999201473779976
33,2.0,100,1,0,0,0,0,0,1,0,0.00019927659013774246
34,2.0,1,1,0,0,0,0,0,1,0,0.003961511887609959
35,2.0,5,1,0,0,0,0,0,0,1,0.0013565723784267902
36,40.0,15,0,0,0,1,0,0,0,1,0.001375000923871994
37,10.0,3,0,0,1,0,0,0,0,1,0.0003357368987053633
38,300.0,4500,0,0,0,1,0,0,1,0,0.04702059179544449
39,10.0,15,0,0,1,0,0,0,0,1,9.230293653672561e-05
40,0.3,15,0,1,0,0,0,0,0,1,0.00016474028234370053
41,20.0,140,0,0,0,1,0,1,0,0,0.02243199199438095
42,2.0,100,1,0,0,0,0,0,1,0,3.6841214750893414e-05
43,2.0,2,1,0,0,0,1,0,0,0,0.8428908586502075
44,2.0,15,1,0,0,0,0,0,0,1,6.684580148430541e-05
45,5.0,5,0,0,1,0,0,0,0,1,0.0009833795484155416
46,0.3,50,0,1,0,0,0,0,0,1,0.00196469877846539
47,0.11,35,0,1,0,0,0,0,0,1,0.008426687680184841
48,40.0,20,0,0,0,1,0,0,0,1,0.04007558152079582
49,5.0,100,0,0,1,0,0,0,1,0,9.10008093342185e-05
50,2.0,7,1,0,0,0,0,0,0,1,5.8679892390500754e-05
51,2.0,15,1,0,0,0,0,0,0,1,0.00015759501548018306
52,30.0,7,0,0,0,1,0,0,0,1,0.23241017758846283
53,15.0,310,0,0,0,1,0,1,0,0,0.006294964347034693
54,50.0,15,0,0,0,1,0,0,0,1,0.4367823600769043
55,2.0,3,1,0,0,0,0,0,0,1,0.00013332195521797985
56,500000.0,30,0,0,1,0,0,0,0,1,0.00019629717280622572
57,300.0,15,0,0,0,1,0,0,0,1,0.15883786976337433
58,2.0,11,1,0,0,0,0,0,0,1,0.04842311516404152
59,40.0,2,0,0,0,1,1,0,0,0,0.10289785265922546
60,60.0,5,0,0,0,1,0,0,0,1,0.004983492195606232
61,2.0,100,1,0,0,0,0,0,1,0,1.5354868082795292e-05
62,5.0,15,0,0,1,0,0,0,0,1,0.0005620339652523398
63,2.0,15,1,0,0,0,0,0,0,1,0.001448575989343226
64,2.0,100,1,0,0,0,0,0,1,0,1.4658926374977455e-05
65,2.0,1,1,0,0,0,0,0,1,0,0.0007081874064169824
66,2.0,5,1,0,0,0,0,0,0,1,0.0012143192579969764
67,300.0,100,0,0,0,1,0,0,1,0,0.00010042600479209796
68,10.0,5,0,0,1,0,0,0,0,1,0.002584209432825446
69,500000.0,3,0,0,1,0,0,0,0,1,0.000795905536506325
70,40.0,310,0,0,0,1,0,1,0,0,0.009315974079072475
71,5.0,310,0,0,1,0,0,1,0,0,0.015820397064089775
72,10.0,5,0,0,1,0,0,0,0,1,0.004008499439805746
73,5.0,15,0,0,1,0,0,0,0,1,0.0005183736211620271
74,0.11,60,0,1,0,0,0,0,0,1,0.00012929689546581358
75,50.0,15,0,0,0,1,0,0,0,1,0.03616368770599365
76,40.0,2,0,0,0,1,0,0,0,1,0.01684933714568615
77,11.0,20,0,0,0,1,0,0,0,1,0.012789087370038033
78,0.3,5,0,1,0,0,0,0,0,1,0.0006881467998027802
79,0.11,15,0,1,0,0,0,0,0,1,8.957114187069237e-05
80,10.0,1,0,0,1,0,0,0,1,0,0.9888418912887573
81,2.0,2,1,0,0,0,0,0,0,1,0.0005624913610517979
82,2.0,30,1,0,0,0,0,0,0,1,0.0027018992695957422
83,11.0,100,0,0,0,1,0,0,1,0,0.0008414997137151659
