,size_x,size_y,boolean_x,float_x,integer_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,0.11,5,0,1,0,0,0,0,0,1,0.011310186237096786
1,10.0,3,0,0,1,0,0,0,0,1,3.9955331885721534e-05
2,0.3,4500,0,1,0,0,0,0,1,0,0.4509417414665222
3,2.0,310,1,0,0,0,0,1,0,0,0.005308301188051701
4,20.0,310,0,0,0,1,0,1,0,0,0.025060202926397324
5,50.0,3,0,0,0,1,0,0,0,1,0.0007744125905446708
6,2.0,3,1,0,0,0,0,0,1,0,0.058350857347249985
7,2.0,15,1,0,0,0,0,0,0,1,0.00034730296465568244
8,10.0,15,0,0,1,0,0,0,0,1,1.5279496437869966e-05
9,5.0,15,0,0,1,0,0,0,0,1,0.00039126709452830255
10,0.11,600,0,1,0,0,0,0,0,1,0.02258763276040554
11,70.0,60,0,0,0,1,0,0,0,1,0.0018299311632290483
12,2.0,70,1,0,0,0,0,0,0,1,0.003914723172783852
13,500000.0,100,0,0,1,0,0,0,1,0,2.2462305423687212e-05
14,30.0,5,0,0,0,1,0,0,1,0,1.5021792023617309e-06
15,50.0,3,0,0,0,1,0,0,0,1,0.0007882474455982447
16,60.0,35,0,0,0,1,0,0,0,1,0.0009683430544100702
17,500000.0,5,0,0,1,0,0,0,1,0,0.0038624037988483906
18,70.0,3,0,0,0,1,0,0,0,1,0.008960165083408356
19,70.0,5,0,0,0,1,0,0,0,1,0.913927435874939
20,5.0,3,0,0,1,0,0,0,0,1,3.755756915779784e-05
21,2.0,4200000,1,0,0,0,0,0,1,0,0.004641359206289053
22,70.0,70,0,0,0,1,0,0,0,1,0.0052340649999678135
23,20.0,4500,0,0,0,1,0,0,1,0,0.026855681091547012
24,2.0,7,1,0,0,0,0,0,0,1,4.790259845321998e-05
25,2.0,310,1,0,0,0,0,1,0,0,0.007799018640071154
26,60.0,2,0,0,0,1,1,0,0,0,2.4000337361940183e-05
27,2.0,4500,1,0,0,0,0,0,1,0,0.014851629734039307
28,2.0,30,1,0,0,0,0,0,0,1,0.05268293246626854
29,0.3,30,0,1,0,0,0,0,0,1,5.1420636737020686e-05
30,60.0,4200000,0,0,0,1,0,0,1,0,0.0005423309630714357
31,2.0,5,1,0,0,0,0,0,1,0,0.001517071621492505
32,40.0,3,0,0,0,1,0,0,0,1,0.0002901846310123801
33,2.0,100,1,0,0,0,0,0,1,0,0.00013998564099892974
34,2.0,1,1,0,0,0,0,0,1,0,0.0025422400794923306
35,2.0,5,1,0,0,0,0,0,0,1,0.0015770596219226718
36,40.0,15,0,0,0,1,0,0,0,1,0.002016649581491947
37,10.0,3,0,0,1,0,0,0,0,1,3.302727418486029e-05
38,300.0,4500,0,0,0,1,0,0,1,0,0.05719447135925293
39,10.0,15,0,0,1,0,0,0,0,1,1.4168307643558364e-05
40,0.3,15,0,1,0,0,0,0,0,1,0.00011174447718076408
41,20.0,140,0,0,0,1,0,1,0,0,0.02924886904656887
42,2.0,100,1,0,0,0,0,0,1,0,8.560047717764974e-05
43,2.0,2,1,0,0,0,1,0,0,0,0.9505255818367004
44,2.0,15,1,0,0,0,0,0,0,1,0.00012537313159555197
45,5.0,5,0,0,1,0,0,0,0,1,0.00023246639466378838
46,0.3,50,0,1,0,0,0,0,0,1,0.0025571805890649557
47,0.11,35,0,1,0,0,0,0,0,1,0.012700852937996387
48,40.0,20,0,0,0,1,0,0,0,1,0.05805453285574913
49,5.0,100,0,0,1,0,0,0,1,0,5.444038470159285e-05
50,2.0,7,1,0,0,0,0,0,0,1,8.600696310168132e-05
51,2.0,15,1,0,0,0,0,0,0,1,0.0003580971388146281
52,30.0,7,0,0,0,1,0,0,0,1,0.07997578382492065
53,15.0,310,0,0,0,1,0,1,0,0,0.006547919474542141
54,50.0,15,0,0,0,1,0,0,0,1,0.2544190585613251
55,2.0,3,1,0,0,0,0,0,0,1,0.00022319938580039889
56,500000.0,30,0,0,1,0,0,0,0,1,0.00011526922753546387
57,300.0,15,0,0,0,1,0,0,0,1,0.2094513177871704
58,2.0,11,1,0,0,0,0,0,0,1,0.08394775539636612
59,40.0,2,0,0,0,1,1,0,0,0,0.1001841276884079
60,60.0,5,0,0,0,1,0,0,0,1,0.0034300603438168764
61,2.0,100,1,0,0,0,0,0,1,0,2.845703056664206e-05
62,5.0,15,0,0,1,0,0,0,0,1,0.0003669988363981247
63,2.0,15,1,0,0,0,0,0,0,1,0.0014621516456827521
64,2.0,100,1,0,0,0,0,0,1,0,2.8756901883753017e-05
65,2.0,1,1,0,0,0,0,0,1,0,0.0005911345360800624
66,2.0,5,1,0,0,0,0,0,0,1,0.0008433768525719643
67,300.0,100,0,0,0,1,0,0,1,0,3.229787034797482e-05
68,10.0,5,0,0,1,0,0,0,0,1,0.0017906399443745613
69,500000.0,3,0,0,1,0,0,0,0,1,0.0005869681481271982
70,40.0,310,0,0,0,1,0,1,0,0,0.013920851051807404
71,5.0,310,0,0,1,0,0,1,0,0,0.007195572834461927
72,10.0,5,0,0,1,0,0,0,0,1,0.0040999543853104115
73,5.0,15,0,0,1,0,0,0,0,1,0.0003640123177319765
74,0.11,60,0,1,0,0,0,0,0,1,0.00010327412746846676
75,50.0,15,0,0,0,1,0,0,0,1,0.03269205242395401
76,40.0,2,0,0,0,1,0,0,0,1,0.022203175351023674
77,11.0,20,0,0,0,1,0,0,0,1,0.04403875395655632
78,0.3,5,0,1,0,0,0,0,0,1,0.00045235163997858763
79,0.11,15,0,1,0,0,0,0,0,1,8.083687134785578e-05
80,10.0,1,0,0,1,0,0,0,1,0,0.9924777150154114
81,2.0,2,1,0,0,0,0,0,0,1,0.0009671711595728993
82,2.0,30,1,0,0,0,0,0,0,1,0.0029336323495954275
83,11.0,100,0,0,0,1,0,0,1,0,0.0018486035987734795
84,20.0,5,0,0,0,1,0,0,1,0,0.0003389868652448058
85,0.11,140,0,1,0,0,0,1,0,0,0.32588717341423035
86,50.0,140,0,0,0,1,0,1,0,0,0.0011276958975940943
87,0.3,15,0,1,0,0,0,0,0,1,0.0025377001147717237
88,0.11,15,0,1,0,0,0,0,0,1,0.002437832998111844
89,11.0,2,0,0,0,1,1,0,0,0,0.16703200340270996
90,0.3,600,0,1,0,0,0,0,0,1,0.01395245548337698
91,2.0,15,1,0,0,0,0,0,0,1,0.0010697899851948023
92,70.0,3,0,0,0,1,0,0,0,1,0.00889174547046423
93,60.0,100,0,0,0,1,0,0,1,0,0.00731872720643878
94,2.0,100,1,0,0,0,0,0,1,0,8.563101437175646e-05
95,40.0,15,0,0,0,1,0,0,0,1,0.011838914826512337
96,0.3,600,0,1,0,0,0,0,0,1,0.013292986899614334
97,20.0,11,0,0,0,1,0,0,0,1,0.012036086991429329
98,2.0,30,1,0,0,0,0,0,0,1,4.6093839046079665e-05
99,10.0,15,0,0,1,0,0,0,0,1,1.4255331734602805e-05
100,5.0,3,0,0,1,0,0,0,1,0,0.9539101123809814
101,11.0,140,0,0,0,1,0,1,0,0,0.00804718304425478
102,2.0,15,1,0,0,0,0,0,0,1,0.0019188420847058296
103,10.0,100,0,0,0,1,0,0,1,0,0.0064504100009799
104,0.3,15,0,1,0,0,0,0,0,1,0.00010814604320330545
105,5.0,3,0,0,1,0,0,0,1,0,0.9590272903442383
106,0.11,3,0,1,0,0,0,0,1,0,0.009857107885181904
107,2.0,600,1,0,0,0,0,0,0,1,0.00188618921674788
108,2.0,310,1,0,0,0,0,1,0,0,0.012349748983979225
109,2.0,310,1,0,0,0,0,1,0,0,0.0016823539044708014
110,500000.0,70,0,0,1,0,0,0,0,1,0.0006494230474345386
111,10.0,15,0,0,1,0,0,0,0,1,0.0264438483864069
112,11.0,15,0,0,0,1,0,0,0,1,0.008814927190542221
113,15.0,15,0,0,0,1,0,0,0,1,0.002977157710120082
114,10.0,5,0,0,0,1,0,0,1,0,9.44519524637144e-06
115,0.11,310,0,1,0,0,0,1,0,0,0.353819340467453
116,2.0,4500,1,0,0,0,0,0,1,0,0.026115477085113525
117,10.0,11,0,0,0,1,0,0,0,1,0.0016500359633937478
118,11.0,100,0,0,0,1,0,0,1,0,0.0018486035987734795
119,2.0,11,1,0,0,0,0,0,0,1,0.08252482861280441
120,0.11,5,0,1,0,0,0,0,0,1,0.0003143306530546397
121,10.0,1,0,0,1,0,0,0,1,0,0.9903486967086792
122,2.0,70,1,0,0,0,0,0,0,1,0.0017014853656291962
123,2.0,600,1,0,0,0,0,0,0,1,0.001410456607118249
124,0.11,30,0,1,0,0,0,0,0,1,4.880507185589522e-05
125,20.0,310,0,0,0,1,0,1,0,0,0.02618715725839138
126,0.11,50,0,1,0,0,0,0,0,1,0.0022087208926677704
127,0.3,2,0,1,0,0,1,0,0,0,0.05796172097325325
128,2.0,1,1,0,0,0,0,0,1,0,0.00021160674805287272
129,0.3,7,0,1,0,0,0,0,0,1,0.00018832676869351417
130,2.0,4200000,1,0,0,0,0,0,1,0,0.0038883087690919638
131,60.0,140,0,0,0,1,0,1,0,0,0.0002588809293229133
132,5.0,5,0,0,1,0,0,0,1,0,0.0011769554112106562
