,size_x,size_y,boolean_x,float_x,integer_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,10.0,15,0,0,1,0,0,0,0,1,0.0521148219704628
1,500000.0,15,0,0,1,0,0,0,0,1,6.287301221163943e-05
2,30.0,2,0,0,0,1,1,0,0,0,0.0001756182755343616
3,30.0,600,0,0,0,1,0,0,0,1,0.0022568677086383104
4,60.0,5,0,0,0,1,0,0,1,0,6.82866311763064e-06
5,2.0,1,1,0,0,0,0,0,1,0,0.0001399474567733705
6,60.0,30,0,0,0,1,0,0,0,1,0.001957528293132782
7,2.0,15,1,0,0,0,0,0,0,1,0.00048576085828244686
8,30.0,2,0,0,0,1,1,0,0,0,0.0016998579958453774
9,40.0,15,0,0,0,1,0,0,0,1,0.0005663680494762957
10,0.3,140,0,1,0,0,0,1,0,0,0.9878288507461548
11,5.0,2,0,0,1,0,1,0,0,0,0.053298547863960266
12,500000.0,20,0,0,1,0,0,0,0,1,0.0007642494165338576
13,50.0,35,0,0,0,1,0,0,0,1,0.02204027958214283
14,0.11,5,0,1,0,0,0,0,0,1,0.0006588509422726929
15,2.0,1,1,0,0,0,0,0,1,0,7.45002253097482e-05
16,20.0,15,0,0,0,1,0,0,0,1,0.009430996142327785
17,30.0,20,0,0,0,1,0,0,0,1,0.0019755992107093334
18,2.0,50,1,0,0,0,0,0,0,1,0.0008581156143918633
19,2.0,60,1,0,0,0,0,0,0,1,0.0001373179693473503
20,2.0,3,1,0,0,0,0,0,0,1,6.87716601532884e-05
21,10.0,35,0,0,0,1,0,0,0,1,0.0068440563045442104
22,2.0,310,1,0,0,0,0,1,0,0,0.008075020276010036
23,0.11,600,0,1,0,0,0,0,0,1,0.03259658440947533
24,2.0,4500,1,0,0,0,0,0,1,0,0.009367993101477623
25,300.0,4500,0,0,0,1,0,0,1,0,0.034648023545742035
26,2.0,310,1,0,0,0,0,1,0,0,0.0183419156819582
27,5.0,5,0,0,1,0,0,0,1,0,0.0015446755569428205
28,2.0,2,1,0,0,0,0,0,0,1,0.007475933991372585
29,40.0,50,0,0,0,1,0,0,0,1,0.018961245194077492
30,2.0,2,1,0,0,0,1,0,0,0,0.010562349110841751
31,15.0,30,0,0,0,1,0,0,0,1,0.11494254320859909
32,50.0,2,0,0,0,1,1,0,0,0,0.0018868434708565474
33,5.0,1,0,0,1,0,0,0,1,0,0.0007229531183838844
34,30.0,2,0,0,0,1,0,0,0,1,0.008575944229960442
35,5.0,15,0,0,1,0,0,0,0,1,0.0003141550987493247
36,10.0,100,0,0,1,0,0,0,1,0,1.4666379684058484e-05
37,10.0,5,0,0,0,1,0,0,1,0,1.659827830735594e-05
38,300.0,4200000,0,0,0,1,0,0,1,0,0.4152061343193054
39,2.0,30,1,0,0,0,0,0,0,1,0.04195115342736244
40,11.0,60,0,0,0,1,0,0,0,1,0.0016497295582666993
41,2.0,30,1,0,0,0,0,0,0,1,0.00026979201356880367
42,10.0,50,0,0,0,1,0,0,0,1,0.0020977426320314407
43,0.3,4200000,0,1,0,0,0,0,1,0,0.013807565905153751
44,2.0,30,1,0,0,0,0,0,0,1,0.03789836913347244
45,2.0,100,1,0,0,0,0,0,1,0,4.8187397624133155e-05
46,300.0,5,0,0,0,1,0,0,0,1,0.0006154906586743891
47,500000.0,60,0,0,1,0,0,0,0,1,0.17080529034137726
48,0.3,100,0,1,0,0,0,0,1,0,2.9877184715587646e-05
49,0.11,5,0,1,0,0,0,0,1,0,0.0017701227916404605
50,50.0,5,0,0,0,1,0,0,0,1,0.48446494340896606
51,15.0,140,0,0,0,1,0,1,0,0,0.012183643877506256
52,2.0,5,1,0,0,0,0,0,0,1,0.0003558074531611055
53,2.0,15,1,0,0,0,0,0,0,1,0.00011345507664373145
54,0.3,310,0,1,0,0,0,1,0,0,0.9901877045631409
55,10.0,2,0,0,1,0,1,0,0,0,0.016705574467778206
56,11.0,11,0,0,0,1,0,0,0,1,0.9640059471130371
57,5.0,310,0,0,1,0,0,1,0,0,0.01977747678756714
58,0.3,2,0,1,0,0,1,0,0,0,0.028568383306264877
59,2.0,3,1,0,0,0,0,0,0,1,1.0072808436234482e-05
60,0.11,5,0,1,0,0,0,0,0,1,0.0006608491530641913
61,5.0,3,0,0,1,0,0,0,0,1,8.274952415376902e-05
62,0.11,100,0,1,0,0,0,0,1,0,5.6819585552148055e-06
63,0.3,15,0,1,0,0,0,0,0,1,0.007166695781052113
64,60.0,100,0,0,0,1,0,0,1,0,0.027809394523501396
65,500000.0,5,0,0,1,0,0,0,1,0,0.003964229952543974
66,20.0,1,0,0,0,1,0,0,1,0,0.0001102439928217791
67,70.0,5,0,0,0,1,0,0,1,0,0.021096281707286835
68,10.0,4200000,0,0,0,1,0,0,1,0,0.006846432574093342
69,11.0,3,0,0,0,1,0,0,0,1,0.0004953925963491201
70,10.0,4200000,0,0,1,0,0,0,1,0,0.05619753524661064
71,2.0,1,1,0,0,0,0,0,1,0,0.00013315552496351302
72,10.0,310,0,0,1,0,0,1,0,0,0.020426303148269653
73,300.0,3,0,0,0,1,0,0,0,1,0.0007016596500761807
74,10.0,15,0,0,0,1,0,0,0,1,0.12963393330574036
