,size_x,size_y,boolean_x,float_x,integer_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,2.0,5,1,0,0,0,0,0,0,1,0.0009996306616812944
1,15.0,70,0,0,0,1,0,0,0,1,0.8822118043899536
2,300.0,35,0,0,0,1,0,0,0,1,0.008923276327550411
3,10.0,5,0,0,0,1,0,0,0,1,0.004469742067158222
4,0.3,1,0,1,0,0,0,0,1,0,0.004819204565137625
5,0.3,4500,0,1,0,0,0,0,1,0,0.14537961781024933
6,11.0,5,0,0,0,1,0,0,1,0,0.0011600819416344166
7,60.0,2,0,0,0,1,1,0,0,0,0.004114965908229351
8,500000.0,15,0,0,1,0,0,0,0,1,0.34136083722114563
9,0.11,30,0,1,0,0,0,0,0,1,0.0049196528270840645
10,2.0,5,1,0,0,0,0,0,1,0,0.0019293149234727025
11,0.11,5,0,1,0,0,0,0,1,0,0.0020530957262963057
12,40.0,4500,0,0,0,1,0,0,1,0,0.009745552204549313
13,2.0,3,1,0,0,0,0,0,1,0,0.014065941795706749
14,2.0,15,1,0,0,0,0,0,0,1,0.0004142811521887779
15,2.0,15,1,0,0,0,0,0,0,1,0.0004509079153649509
16,2.0,4500,1,0,0,0,0,0,1,0,0.04616476595401764
17,70.0,140,0,0,0,1,0,1,0,0,0.0062750861980021
18,300.0,140,0,0,0,1,0,1,0,0,0.0034254668280482292
19,50.0,5,0,0,0,1,0,0,0,1,0.2031363993883133
20,15.0,1,0,0,0,1,0,0,1,0,0.02612234093248844
21,60.0,3,0,0,0,1,0,0,1,0,0.0005219556041993201
22,2.0,15,1,0,0,0,0,0,0,1,0.001284694648347795
23,20.0,2,0,0,0,1,1,0,0,0,0.11734610050916672
24,2.0,20,1,0,0,0,0,0,0,1,0.00210824073292315
25,11.0,3,0,0,0,1,0,0,1,0,0.17438071966171265
26,0.3,15,0,1,0,0,0,0,0,1,0.004874513018876314
27,2.0,15,1,0,0,0,0,0,0,1,0.003567783860489726
28,11.0,5,0,0,0,1,0,0,0,1,0.011876718141138554
29,2.0,5,1,0,0,0,0,0,0,1,0.000874041230417788
30,0.11,15,0,1,0,0,0,0,0,1,0.14306393265724182
31,11.0,35,0,0,0,1,0,0,0,1,0.07984273880720139
32,500000.0,3,0,0,1,0,0,0,1,0,0.0017970341723412275
33,5.0,2,0,0,1,0,1,0,0,0,0.09599411487579346
34,2.0,35,1,0,0,0,0,0,0,1,0.01588047482073307
35,20.0,140,0,0,0,1,0,1,0,0,0.04200249910354614
36,70.0,2,0,0,0,1,1,0,0,0,0.04642118513584137
37,10.0,1,0,0,0,1,0,0,1,0,0.00022192596225067973
38,0.11,2,0,1,0,0,0,0,0,1,0.0007189270691014826
39,300.0,1,0,0,0,1,0,0,1,0,0.005833787377923727
40,10.0,3,0,0,1,0,0,0,1,0,0.8940147161483765
41,15.0,15,0,0,0,1,0,0,0,1,0.0023224400356411934
42,0.11,5,0,1,0,0,0,0,1,0,0.002082627732306719
43,0.3,100,0,1,0,0,0,0,1,0,0.0005835592746734619
44,2.0,35,1,0,0,0,0,0,0,1,0.010803640820086002
45,2.0,20,1,0,0,0,0,0,0,1,0.03358036279678345
46,40.0,70,0,0,0,1,0,0,0,1,0.03956397622823715
47,40.0,2,0,0,0,1,1,0,0,0,0.15348373353481293
48,70.0,140,0,0,0,1,0,1,0,0,0.00640301126986742
49,50.0,15,0,0,0,1,0,0,0,1,0.00016457228048238903
50,40.0,310,0,0,0,1,0,1,0,0,0.007299809250980616
51,300.0,5,0,0,0,1,0,0,0,1,0.059387873858213425
52,10.0,30,0,0,1,0,0,0,0,1,0.00011686651123454794
53,2.0,5,1,0,0,0,0,0,0,1,0.0005896577495150268
