,size_x,size_y,boolean_x,float_x,integer_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,2.0,5,1,0,0,0,0,0,0,1,0.0007238490507006645
1,15.0,70,0,0,0,1,0,0,0,1,0.8639966249465942
2,300.0,35,0,0,0,1,0,0,0,1,0.01325134839862585
3,10.0,5,0,0,0,1,0,0,0,1,0.009848474524915218
4,0.3,1,0,1,0,0,0,0,1,0,0.0015149343525990844
5,0.3,4500,0,1,0,0,0,0,1,0,0.5430209040641785
6,11.0,5,0,0,0,1,0,0,1,0,0.0003321426047477871
7,60.0,2,0,0,0,1,1,0,0,0,0.00047028547851368785
8,500000.0,15,0,0,1,0,0,0,0,1,0.2038714438676834
9,0.11,30,0,1,0,0,0,0,0,1,0.00862207543104887
10,2.0,5,1,0,0,0,0,0,1,0,0.000993070425465703
11,0.11,5,0,1,0,0,0,0,1,0,0.0018290623556822538
12,40.0,4500,0,0,0,1,0,0,1,0,0.011673749424517155
13,2.0,3,1,0,0,0,0,0,1,0,0.01867731288075447
14,2.0,15,1,0,0,0,0,0,0,1,0.00011835639452328905
15,2.0,15,1,0,0,0,0,0,0,1,0.00012857960246037692
16,2.0,4500,1,0,0,0,0,0,1,0,0.02784237079322338
17,70.0,140,0,0,0,1,0,1,0,0,0.01722245290875435
18,300.0,140,0,0,0,1,0,1,0,0,0.008591284044086933
19,50.0,5,0,0,0,1,0,0,0,1,0.5308142900466919
20,15.0,1,0,0,0,1,0,0,1,0,0.019774455577135086
21,60.0,3,0,0,0,1,0,0,1,0,0.0005806960980407894
22,2.0,15,1,0,0,0,0,0,0,1,0.0008909640600904822
23,20.0,2,0,0,0,1,1,0,0,0,0.0551430881023407
24,2.0,20,1,0,0,0,0,0,0,1,0.0007137089851312339
25,11.0,3,0,0,0,1,0,0,1,0,0.046762172132730484
26,0.3,15,0,1,0,0,0,0,0,1,0.018855130299925804
27,2.0,15,1,0,0,0,0,0,0,1,0.006409251131117344
28,11.0,5,0,0,0,1,0,0,0,1,0.010708564892411232
29,2.0,5,1,0,0,0,0,0,0,1,0.0002870330063160509
30,0.11,15,0,1,0,0,0,0,0,1,0.06245293840765953
31,11.0,35,0,0,0,1,0,0,0,1,0.060121145099401474
32,500000.0,3,0,0,1,0,0,0,1,0,0.035041894763708115
33,5.0,2,0,0,1,0,1,0,0,0,0.07286718487739563
34,2.0,35,1,0,0,0,0,0,0,1,0.00590141536667943
35,20.0,140,0,0,0,1,0,1,0,0,0.021499790251255035
36,70.0,2,0,0,0,1,1,0,0,0,0.022521328181028366
37,10.0,1,0,0,0,1,0,0,1,0,0.0001458382175769657
38,0.11,2,0,1,0,0,0,0,0,1,0.0005649735103361309
39,300.0,1,0,0,0,1,0,0,1,0,0.0013576451456174254
40,10.0,3,0,0,1,0,0,0,1,0,0.9140922427177429
41,15.0,15,0,0,0,1,0,0,0,1,0.005925429984927177
42,0.11,5,0,1,0,0,0,0,1,0,0.0019226896110922098
43,0.3,100,0,1,0,0,0,0,1,0,5.434188642539084e-05
44,2.0,35,1,0,0,0,0,0,0,1,0.003185353009030223
45,2.0,20,1,0,0,0,0,0,0,1,0.022997556254267693
46,40.0,70,0,0,0,1,0,0,0,1,0.009504529647529125
47,40.0,2,0,0,0,1,1,0,0,0,0.12515614926815033
48,70.0,140,0,0,0,1,0,1,0,0,0.01713145524263382
49,50.0,15,0,0,0,1,0,0,0,1,0.003542380640283227
50,40.0,310,0,0,0,1,0,1,0,0,0.00952612143009901
51,300.0,5,0,0,0,1,0,0,0,1,0.043609682470560074
52,10.0,30,0,0,1,0,0,0,0,1,7.492963777622208e-05
53,2.0,5,1,0,0,0,0,0,0,1,0.0002517389366403222
54,40.0,60,0,0,0,1,0,0,0,1,0.0013209908502176404
55,0.11,15,0,1,0,0,0,0,0,1,0.0646379217505455
56,10.0,15,0,0,0,1,0,0,0,1,0.07386466860771179
57,0.3,60,0,1,0,0,0,0,0,1,0.01215532049536705
58,0.3,100,0,1,0,0,0,0,1,0,5.273890928947367e-05
59,2.0,140,1,0,0,0,0,1,0,0,0.0005627061473205686
60,10.0,2,0,0,1,0,1,0,0,0,0.07839807868003845
61,2.0,2,1,0,0,0,1,0,0,0,0.006891138851642609
62,2.0,1,1,0,0,0,0,0,1,0,0.0008341736975125968
63,2.0,4500,1,0,0,0,0,0,1,0,0.017988787963986397
64,2.0,60,1,0,0,0,0,0,0,1,0.008536187000572681
65,2.0,100,1,0,0,0,0,0,1,0,0.00019927659013774246
66,11.0,5,0,0,0,1,0,0,0,1,0.004745604936033487
67,10.0,1,0,0,1,0,0,0,1,0,0.9891088008880615
68,2.0,600,1,0,0,0,0,0,0,1,0.0007520584622398019
69,70.0,3,0,0,0,1,0,0,1,0,0.04722252115607262
70,11.0,4500,0,0,0,1,0,0,1,0,0.013491801917552948
71,2.0,15,1,0,0,0,0,0,0,1,0.0007853743736632168
72,50.0,15,0,0,0,1,0,0,0,1,0.03875402733683586
73,11.0,2,0,0,0,1,1,0,0,0,0.07826237380504608
74,2.0,3,1,0,0,0,0,0,0,1,7.898657349869609e-05
75,10.0,2,0,0,1,0,0,0,0,1,0.02201160043478012
76,2.0,4200000,1,0,0,0,0,0,1,0,0.000636448385193944
77,2.0,3,1,0,0,0,0,0,1,0,0.05622250586748123
78,300.0,600,0,0,0,1,0,0,0,1,0.09447243809700012
79,300.0,7,0,0,0,1,0,0,0,1,0.0005345476092770696
80,70.0,100,0,0,0,1,0,0,1,0,0.00015070846711751074
81,10.0,1,0,0,1,0,0,0,1,0,0.9801241159439087
82,10.0,5,0,0,0,1,0,0,0,1,0.027438579127192497
83,30.0,50,0,0,0,1,0,0,0,1,0.001846784958615899
84,5.0,30,0,0,1,0,0,0,0,1,0.0005122940056025982
85,30.0,3,0,0,0,1,0,0,0,1,0.2127072662115097
86,15.0,2,0,0,0,1,1,0,0,0,0.00647399527952075
87,2.0,2,1,0,0,0,0,0,0,1,0.0011560377897694707
88,2.0,5,1,0,0,0,0,0,1,0,0.0011973446235060692
89,2.0,30,1,0,0,0,0,0,0,1,0.00012565008364617825
