,size_x,size_y,boolean_x,float_x,integer_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,10.0,15,0,0,1,0,0,0,0,1,0.03176717832684517
1,500000.0,15,0,0,1,0,0,0,0,1,0.002775372937321663
2,30.0,2,0,0,0,1,1,0,0,0,0.0016093917656689882
3,30.0,600,0,0,0,1,0,0,0,1,0.0018058186396956444
4,60.0,5,0,0,0,1,0,0,1,0,5.567141488427296e-05
5,2.0,1,1,0,0,0,0,0,1,0,0.0011442509712651372
6,60.0,30,0,0,0,1,0,0,0,1,0.0032444146927446127
7,2.0,15,1,0,0,0,0,0,0,1,0.00017804418166633695
8,30.0,2,0,0,0,1,1,0,0,0,0.004250952508300543
9,40.0,15,0,0,0,1,0,0,0,1,0.007765663787722588
10,0.3,140,0,1,0,0,0,1,0,0,0.9926591515541077
11,5.0,2,0,0,1,0,1,0,0,0,0.01183052733540535
12,500000.0,20,0,0,1,0,0,0,0,1,0.0009002108126878738
13,50.0,35,0,0,0,1,0,0,0,1,0.006113387178629637
14,0.11,5,0,1,0,0,0,0,0,1,0.0015090102097019553
15,2.0,1,1,0,0,0,0,0,1,0,0.00039823283441364765
16,20.0,15,0,0,0,1,0,0,0,1,0.007753470912575722
17,30.0,20,0,0,0,1,0,0,0,1,0.0006674759788438678
18,2.0,50,1,0,0,0,0,0,0,1,0.001809770823456347
19,2.0,60,1,0,0,0,0,0,0,1,0.0021093464456498623
20,2.0,3,1,0,0,0,0,0,0,1,0.0005167968920432031
21,10.0,35,0,0,0,1,0,0,0,1,0.003779404330998659
22,2.0,310,1,0,0,0,0,1,0,0,0.010979712009429932
23,0.11,600,0,1,0,0,0,0,0,1,0.01860617846250534
24,2.0,4500,1,0,0,0,0,0,1,0,0.011806615628302097
25,300.0,4500,0,0,0,1,0,0,1,0,0.06799698621034622
26,2.0,310,1,0,0,0,0,1,0,0,0.016493720933794975
27,5.0,5,0,0,1,0,0,0,1,0,0.010021751746535301
28,2.0,2,1,0,0,0,0,0,0,1,0.005008924752473831
29,40.0,50,0,0,0,1,0,0,0,1,0.017532771453261375
30,2.0,2,1,0,0,0,1,0,0,0,0.06267748028039932
31,15.0,30,0,0,0,1,0,0,0,1,0.04900772497057915
32,50.0,2,0,0,0,1,1,0,0,0,0.0016381782479584217
33,5.0,1,0,0,1,0,0,0,1,0,0.004622165113687515
34,30.0,2,0,0,0,1,0,0,0,1,0.0015797934029251337
35,5.0,15,0,0,1,0,0,0,0,1,0.002454694826155901
36,10.0,100,0,0,1,0,0,0,1,0,0.0005098125548101962
37,10.0,5,0,0,0,1,0,0,1,0,0.0002098508703056723
38,300.0,4200000,0,0,0,1,0,0,1,0,0.4313884973526001
39,2.0,30,1,0,0,0,0,0,0,1,0.042808838188648224
40,11.0,60,0,0,0,1,0,0,0,1,0.009272594936192036
41,2.0,30,1,0,0,0,0,0,0,1,0.0014422538224607706
42,10.0,50,0,0,0,1,0,0,0,1,0.0013224504655227065
43,0.3,4200000,0,1,0,0,0,0,1,0,0.010460513643920422
44,2.0,30,1,0,0,0,0,0,0,1,0.03304324671626091
45,2.0,100,1,0,0,0,0,0,1,0,9.207506809616461e-05
46,300.0,5,0,0,0,1,0,0,0,1,0.0002831003803294152
47,500000.0,60,0,0,1,0,0,0,0,1,0.2445041388273239
48,0.3,100,0,1,0,0,0,0,1,0,0.0005594519316218793
49,0.11,5,0,1,0,0,0,0,1,0,0.0020394809544086456
50,50.0,5,0,0,0,1,0,0,0,1,0.2026074081659317
51,15.0,140,0,0,0,1,0,1,0,0,0.005067258141934872
52,2.0,5,1,0,0,0,0,0,0,1,0.0009105682838708162
53,2.0,15,1,0,0,0,0,0,0,1,0.0004142647376284003
54,0.3,310,0,1,0,0,0,1,0,0,0.9928877949714661
55,10.0,2,0,0,1,0,1,0,0,0,0.011009962297976017
56,11.0,11,0,0,0,1,0,0,0,1,0.9589625000953674
57,5.0,310,0,0,1,0,0,1,0,0,0.02529405802488327
58,0.3,2,0,1,0,0,1,0,0,0,0.01324715930968523
59,2.0,3,1,0,0,0,0,0,0,1,2.386019150435459e-05
60,0.11,5,0,1,0,0,0,0,0,1,0.0014767753891646862
61,5.0,3,0,0,1,0,0,0,0,1,0.00026432480080984533
62,0.11,100,0,1,0,0,0,0,1,0,2.7973035685135983e-05
63,0.3,15,0,1,0,0,0,0,0,1,0.0030779133085161448
64,60.0,100,0,0,0,1,0,0,1,0,0.009620331227779388
65,500000.0,5,0,0,1,0,0,0,1,0,0.0037576016038656235
66,20.0,1,0,0,0,1,0,0,1,0,0.0012110619572922587
67,70.0,5,0,0,0,1,0,0,1,0,0.005803291220217943
68,10.0,4200000,0,0,0,1,0,0,1,0,0.005224207881838083
69,11.0,3,0,0,0,1,0,0,0,1,0.001838914817199111
70,10.0,4200000,0,0,1,0,0,0,1,0,0.02023523673415184
71,2.0,1,1,0,0,0,0,0,1,0,0.0011198843130841851
72,10.0,310,0,0,1,0,0,1,0,0,0.026223331689834595
73,300.0,3,0,0,0,1,0,0,0,1,0.004595558159053326
74,10.0,15,0,0,0,1,0,0,0,1,0.022501265630126
75,2.0,1,1,0,0,0,0,0,1,0,0.001299489289522171
76,2.0,15,1,0,0,0,0,0,0,1,0.0038757112342864275
77,0.11,140,0,1,0,0,0,1,0,0,0.07805661112070084
78,2.0,15,1,0,0,0,0,0,0,1,0.00133339106105268
79,500000.0,1,0,0,1,0,0,0,1,0,0.008982719853520393
80,2.0,310,1,0,0,0,0,1,0,0,0.015266641043126583
81,60.0,1,0,0,0,1,0,0,1,0,0.0001290547224925831
82,5.0,100,0,0,1,0,0,0,1,0,0.0001936015614774078
83,2.0,140,1,0,0,0,0,1,0,0,0.014974077232182026
84,300.0,3,0,0,0,1,0,0,1,0,0.0037251366302371025
85,2.0,15,1,0,0,0,0,0,0,1,0.0004687979817390442
86,20.0,15,0,0,0,1,0,0,0,1,0.0017040448728948832
87,5.0,4500,0,0,1,0,0,0,1,0,0.008269294165074825
88,2.0,20,1,0,0,0,0,0,0,1,0.01099434494972229
89,50.0,50,0,0,0,1,0,0,0,1,0.1695505827665329
90,40.0,5,0,0,0,1,0,0,0,1,0.0016801912570372224
91,300.0,60,0,0,0,1,0,0,0,1,0.0027371621690690517
92,2.0,60,1,0,0,0,0,0,0,1,0.003064628690481186
93,0.3,50,0,1,0,0,0,0,0,1,0.006074912846088409
94,60.0,60,0,0,0,1,0,0,0,1,0.004669648129492998
95,2.0,5,1,0,0,0,0,0,1,0,0.002202498959377408
96,40.0,1,0,0,0,1,0,0,1,0,0.0024076378904283047
97,50.0,3,0,0,0,1,0,0,1,0,0.00983463879674673
98,2.0,4500,1,0,0,0,0,0,1,0,0.00798060279339552
99,10.0,4500,0,0,1,0,0,0,1,0,0.019816812127828598
100,0.3,15,0,1,0,0,0,0,0,1,0.0009406332392245531
101,0.11,2,0,1,0,0,1,0,0,0,8.069023169809952e-05
102,15.0,15,0,0,0,1,0,0,0,1,0.9893320798873901
103,15.0,5,0,0,0,1,0,0,1,0,0.001983161550015211
104,300.0,1,0,0,0,1,0,0,1,0,0.001410075114108622
105,10.0,15,0,0,0,1,0,0,0,1,0.024746403098106384
106,0.3,2,0,1,0,0,0,0,0,1,0.0013393007684499025
107,2.0,15,1,0,0,0,0,0,0,1,0.003410769859328866
108,10.0,310,0,0,1,0,0,1,0,0,0.02814451977610588
109,15.0,4200000,0,0,0,1,0,0,1,0,0.0011305849766358733
110,2.0,30,1,0,0,0,0,0,0,1,0.0004129818989895284
111,2.0,15,1,0,0,0,0,0,0,1,0.0011934676440432668
