,size_x,size_y,boolean_x,float_x,integer_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,10.0,15,0,0,1,0,0,0,0,1,0.06756119430065155
1,500000.0,15,0,0,1,0,0,0,0,1,0.00024318185751326382
2,30.0,2,0,0,0,1,1,0,0,0,0.0004351918469183147
3,30.0,600,0,0,0,1,0,0,0,1,0.0022788718342781067
4,60.0,5,0,0,0,1,0,0,1,0,1.1504247595439665e-05
5,2.0,1,1,0,0,0,0,0,1,0,0.00012330648314673454
6,60.0,30,0,0,0,1,0,0,0,1,0.0009396506357006729
7,2.0,15,1,0,0,0,0,0,0,1,0.0004242760478518903
8,30.0,2,0,0,0,1,1,0,0,0,0.0011835035402327776
9,40.0,15,0,0,0,1,0,0,0,1,0.0013137932401150465
10,0.3,140,0,1,0,0,0,1,0,0,0.9753826856613159
11,5.0,2,0,0,1,0,1,0,0,0,0.010445830412209034
12,500000.0,20,0,0,1,0,0,0,0,1,0.0016881589544937015
13,50.0,35,0,0,0,1,0,0,0,1,0.02030440978705883
14,0.11,5,0,1,0,0,0,0,0,1,0.00011846049892483279
15,2.0,1,1,0,0,0,0,0,1,0,9.276725177187473e-05
16,20.0,15,0,0,0,1,0,0,0,1,0.007247941102832556
17,30.0,20,0,0,0,1,0,0,0,1,0.0013944633537903428
18,2.0,50,1,0,0,0,0,0,0,1,0.001239699893631041
19,2.0,60,1,0,0,0,0,0,0,1,0.00016329334175679833
20,2.0,3,1,0,0,0,0,0,0,1,5.4580112191615626e-05
21,10.0,35,0,0,0,1,0,0,0,1,0.006538688205182552
22,2.0,310,1,0,0,0,0,1,0,0,0.007212372031062841
23,0.11,600,0,1,0,0,0,0,0,1,0.01301579736173153
24,2.0,4500,1,0,0,0,0,0,1,0,0.04271740838885307
25,300.0,4500,0,0,0,1,0,0,1,0,0.04671699181199074
26,2.0,310,1,0,0,0,0,1,0,0,0.024698825553059578
27,5.0,5,0,0,1,0,0,0,1,0,0.0032218594569712877
28,2.0,2,1,0,0,0,0,0,0,1,0.003063396317884326
29,40.0,50,0,0,0,1,0,0,0,1,0.019251542165875435
30,2.0,2,1,0,0,0,1,0,0,0,0.024095285683870316
31,15.0,30,0,0,0,1,0,0,0,1,0.0476948507130146
32,50.0,2,0,0,0,1,1,0,0,0,0.0014520956901833415
33,5.0,1,0,0,1,0,0,0,1,0,0.0011032662587240338
34,30.0,2,0,0,0,1,0,0,0,1,0.0017263406189158559
35,5.0,15,0,0,1,0,0,0,0,1,0.0005200612358748913
36,10.0,100,0,0,1,0,0,0,1,0,7.635806105099618e-05
37,10.0,5,0,0,0,1,0,0,1,0,4.81696188217029e-05
38,300.0,4200000,0,0,0,1,0,0,1,0,0.2244996279478073
39,2.0,30,1,0,0,0,0,0,0,1,0.043462228029966354
40,11.0,60,0,0,0,1,0,0,0,1,0.007267403416335583
41,2.0,30,1,0,0,0,0,0,0,1,0.00016353142564184964
42,10.0,50,0,0,0,1,0,0,0,1,0.0028646199498325586
43,0.3,4200000,0,1,0,0,0,0,1,0,0.026913564652204514
44,2.0,30,1,0,0,0,0,0,0,1,0.021157873794436455
45,2.0,100,1,0,0,0,0,0,1,0,3.7565987440757453e-05
46,300.0,5,0,0,0,1,0,0,0,1,0.0017142955912277102
47,500000.0,60,0,0,1,0,0,0,0,1,0.2523096799850464
48,0.3,100,0,1,0,0,0,0,1,0,5.273890928947367e-05
49,0.11,5,0,1,0,0,0,0,1,0,0.0014843251556158066
50,50.0,5,0,0,0,1,0,0,0,1,0.5401482582092285
51,15.0,140,0,0,0,1,0,1,0,0,0.006308476906269789
52,2.0,5,1,0,0,0,0,0,0,1,0.0005156811093911529
53,2.0,15,1,0,0,0,0,0,0,1,0.00012829119805246592
54,0.3,310,0,1,0,0,0,1,0,0,0.9774045944213867
55,10.0,2,0,0,1,0,1,0,0,0,0.032005198299884796
56,11.0,11,0,0,0,1,0,0,0,1,0.9049644470214844
57,5.0,310,0,0,1,0,0,1,0,0,0.014963360503315926
58,0.3,2,0,1,0,0,1,0,0,0,0.04181887209415436
