,size_x,size_y,boolean_x,float_x,integer_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,0.11,5,0,1,0,0,0,0,0,1,0.0704968273639679
1,10.0,3,0,0,1,0,0,0,0,1,0.00039557329728268087
2,0.3,4500,0,1,0,0,0,0,1,0,0.1415605992078781
3,2.0,310,1,0,0,0,0,1,0,0,0.011255434714257717
4,20.0,310,0,0,0,1,0,1,0,0,0.04215221852064133
5,50.0,3,0,0,0,1,0,0,0,1,0.00023830959980841726
6,2.0,3,1,0,0,0,0,0,1,0,0.01399583276361227
7,2.0,15,1,0,0,0,0,0,0,1,0.0011502463603392243
8,10.0,15,0,0,1,0,0,0,0,1,8.726168016437441e-05
9,5.0,15,0,0,1,0,0,0,0,1,0.002454694826155901
10,0.11,600,0,1,0,0,0,0,0,1,0.01848793961107731
11,70.0,60,0,0,0,1,0,0,0,1,0.016262870281934738
12,2.0,70,1,0,0,0,0,0,0,1,0.0038662110455334187
13,500000.0,100,0,0,1,0,0,0,1,0,0.00016324647003784776
14,30.0,5,0,0,0,1,0,0,1,0,1.0310986908734776e-05
15,50.0,3,0,0,0,1,0,0,0,1,0.00023209102801047266
16,60.0,35,0,0,0,1,0,0,0,1,0.0049428679049015045
17,500000.0,5,0,0,1,0,0,0,1,0,0.004127984866499901
18,70.0,3,0,0,0,1,0,0,0,1,0.1707388162612915
19,70.0,5,0,0,0,1,0,0,0,1,0.9586496353149414
20,5.0,3,0,0,1,0,0,0,0,1,0.0002527473261579871
21,2.0,4200000,1,0,0,0,0,0,1,0,0.009814005345106125
22,70.0,70,0,0,0,1,0,0,0,1,0.0011165959294885397
23,20.0,4500,0,0,0,1,0,0,1,0,0.04713183641433716
24,2.0,7,1,0,0,0,0,0,0,1,0.00023756777227390558
25,2.0,310,1,0,0,0,0,1,0,0,0.015617281198501587
26,60.0,2,0,0,0,1,1,0,0,0,4.4982865802012384e-05
27,2.0,4500,1,0,0,0,0,0,1,0,0.008108747191727161
28,2.0,30,1,0,0,0,0,0,0,1,0.08381254225969315
29,0.3,30,0,1,0,0,0,0,0,1,0.0007355101406574249
30,60.0,4200000,0,0,0,1,0,0,1,0,0.004268988501280546
31,2.0,5,1,0,0,0,0,0,1,0,0.003984890412539244
32,40.0,3,0,0,0,1,0,0,0,1,0.0006747829029336572
33,2.0,100,1,0,0,0,0,0,1,0,0.0019558353815227747
34,2.0,1,1,0,0,0,0,0,1,0,0.00718125281855464
35,2.0,5,1,0,0,0,0,0,0,1,0.003232053015381098
36,40.0,15,0,0,0,1,0,0,0,1,0.0078882509842515
37,10.0,3,0,0,1,0,0,0,0,1,0.0004206303274258971
38,300.0,4500,0,0,0,1,0,0,1,0,0.06561656296253204
39,10.0,15,0,0,1,0,0,0,0,1,8.149693894665688e-05
40,0.3,15,0,1,0,0,0,0,0,1,0.0007658395334146917
41,20.0,140,0,0,0,1,0,1,0,0,0.04227529466152191
42,2.0,100,1,0,0,0,0,0,1,0,9.120566392084584e-05
43,2.0,2,1,0,0,0,1,0,0,0,0.9703107476234436
44,2.0,15,1,0,0,0,0,0,0,1,0.00046406505862250924
45,5.0,5,0,0,1,0,0,0,0,1,0.00032455837936140597
46,0.3,50,0,1,0,0,0,0,0,1,0.006285587791353464
47,0.11,35,0,1,0,0,0,0,0,1,0.02930755913257599
48,40.0,20,0,0,0,1,0,0,0,1,0.09342847764492035
49,5.0,100,0,0,1,0,0,0,1,0,0.0001936015614774078
50,2.0,7,1,0,0,0,0,0,0,1,0.0008094380609691143
51,2.0,15,1,0,0,0,0,0,0,1,0.001366201788187027
52,30.0,7,0,0,0,1,0,0,0,1,0.11539733409881592
53,15.0,310,0,0,0,1,0,1,0,0,0.004241309128701687
54,50.0,15,0,0,0,1,0,0,0,1,0.22299812734127045
55,2.0,3,1,0,0,0,0,0,0,1,0.002061376580968499
56,500000.0,30,0,0,1,0,0,0,0,1,0.0028968786355108023
57,300.0,15,0,0,0,1,0,0,0,1,0.13719511032104492
58,2.0,11,1,0,0,0,0,0,0,1,0.10724647343158722
59,40.0,2,0,0,0,1,1,0,0,0,0.12740540504455566
60,60.0,5,0,0,0,1,0,0,0,1,0.007853811606764793
61,2.0,100,1,0,0,0,0,0,1,0,8.063929999480024e-05
62,5.0,15,0,0,1,0,0,0,0,1,0.0023598785046488047
