primary key_x,foreign key_x,size_x,primary key_y,foreign key_y,size_y,YYYY_x,array_x,boolean_x,float_x,integer_x,string_x,array_y,boolean_y,float_y,integer_y,string_y,timestamp_y,outputscore
0,0,15,1.0,0.0,6.0,0,1,0,0,0,0,0,0,0,1,0,0,0.019122598692774773
0,0,40,0.0,1.0,1000.0,0,0,0,0,0,1,0,0,0,1,0,0,0.12079495191574097
0,0,40,0.0,0.0,5.0,0,0,0,0,0,1,0,0,1,0,0,0,5.8431236539036036e-05
1,1,100,0.0,0.0,13.0,0,0,0,0,0,1,0,0,0,0,0,1,0.00020295329159125686
1,0,10,1.0,0.0,4600.0,0,0,0,0,0,1,0,0,0,1,0,0,0.005304103251546621
0,0,30,1.0,0.0,1000.0,0,0,0,0,0,1,0,0,0,1,0,0,0.046762268990278244
1,0,50,1.0,0.0,4600.0,0,0,0,0,1,0,0,0,0,1,0,0,5.600188160315156e-06
0,0,2,0.0,0.0,13.0,0,0,1,0,0,0,0,0,0,0,0,1,9.740887207954074e-07
0,0,15,0.0,0.0,40.0,0,1,0,0,0,0,0,0,0,0,1,0,0.7838777303695679
1,0,50,0.0,0.0,40.0,0,0,0,0,1,0,0,0,0,0,1,0,1.140882341132965e-05
0,0,50,0.0,0.0,7.0,0,0,0,0,0,1,0,0,1,0,0,0,1.6878406086107134e-06
0,0,20,1.0,0.0,4600.0,0,1,0,0,0,0,0,0,0,1,0,0,0.0003749665920622647
0,0,13,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0.006783426273614168
1,1,100,,,,0,0,0,0,0,1,0,0,0,0,0,0,3.5327062505530193e-05
1,0,10,1.0,0.0,20.0,0,0,0,0,0,1,0,0,0,1,0,0,0.006191323511302471
1,0,50,0.0,0.0,13.0,0,0,0,0,1,0,0,0,0,0,0,1,1.9355893243755418e-07
1,0,10,0.0,0.0,60.0,0,0,0,0,0,1,0,0,0,1,0,0,2.5757521143532358e-05
0,0,10,1.0,0.0,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0.010107685811817646
0,0,15,0.0,1.0,110.0,0,1,0,0,0,0,0,0,0,1,0,0,2.2724281734554097e-05
0,0,10,,,,0,1,0,0,0,0,0,0,0,0,0,0,0.00011038758384529501
0,0,15,0.0,0.0,13.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0002625500492285937
0,1,10,0.0,0.0,3.0,0,0,0,0,0,1,1,0,0,0,0,0,1.329541646555299e-05
0,0,40,0.0,0.0,15.0,0,0,0,0,0,1,0,0,0,0,1,0,0.0286574587225914
0,0,100,,,,0,0,0,0,1,0,0,0,0,0,0,0,1.3445097692965646e-06
1,0,10,0.0,0.0,13.0,0,0,0,0,0,1,0,0,0,0,0,1,8.37094489725132e-07
0,0,50,1.0,0.0,1000.0,0,0,0,0,0,1,0,0,0,1,0,0,0.0005558128468692303
0,0,20,0.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0218228530138731
0,0,15,0.0,0.0,11.0,0,0,0,0,1,0,0,0,0,0,1,0,9.135708751273341e-06
0,0,30,0.0,1.0,1000.0,0,0,0,0,0,1,0,0,0,1,0,0,7.501815707655624e-05
0,0,30,0.0,1.0,200.0,0,0,0,0,0,1,0,0,0,1,0,0,0.013478213921189308
1,0,10,0.0,0.0,5.0,0,0,0,0,0,1,0,0,0,0,1,0,2.6871175577980466e-06
0,0,30,,,,0,0,0,0,0,1,0,0,0,0,0,0,3.495162559374876e-07
0,0,10,,,,0,1,0,0,0,0,0,0,0,0,0,0,0.0006896250415593386
0,0,40,1.0,0.0,650.0,0,0,0,0,0,1,0,0,0,1,0,0,0.00018195650773122907
0,0,30,0.0,0.0,30.0,0,0,0,0,0,1,0,0,0,0,1,0,2.5159783945127856e-07
0,0,20,0.0,1.0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,4.547735443338752e-06
0,0,20,0.0,1.0,110.0,0,1,0,0,0,0,0,0,0,1,0,0,0.00017823443340603262
0,0,30,0.0,0.0,15.0,0,0,0,0,0,1,0,0,0,0,1,0,4.7559051381540485e-06
1,0,30,0.0,0.0,13.0,0,0,0,0,0,1,0,0,0,0,0,1,6.823766511843132e-07
0,0,13,0.0,0.0,40.0,1,0,0,0,0,0,0,0,0,0,1,0,7.1353852035827e-06
0,0,30,0.0,0.0,35.0,0,0,0,0,0,1,0,0,0,0,1,0,3.1658569810133486e-07
0,0,100,1.0,0.0,1000.0,0,0,0,0,0,1,0,0,0,1,0,0,0.13997595012187958
0,0,10,0.0,0.0,40.0,0,1,0,0,0,0,0,0,0,0,1,0,2.5220993848051876e-05
0,0,20,0.0,0.0,13.0,0,1,0,0,0,0,0,0,0,0,0,1,3.471954187261872e-05
0,0,13,0.0,0.0,40.0,1,0,0,0,0,0,0,0,0,0,1,0,4.516482022154378e-06
0,0,2,0.0,0.0,150.0,0,0,1,0,0,0,0,0,0,0,1,0,0.02207200601696968
0,0,15,0.0,1.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,6.273344297369476e-06
0,0,100,1.0,0.0,600.0,0,0,0,0,0,1,0,0,0,1,0,0,5.9419721765152644e-06
0,0,40,0.0,0.0,60.0,0,0,0,0,0,1,0,0,0,1,0,0,0.00043019524309784174
0,0,10,0.0,0.0,13.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0008517124224454165
