size1,size2,date_x,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
3,4,0,0,1,0,1,0,0,0,0.22276560962200165
3,15,0,0,1,0,0,0,1,0,0.01633467897772789
3,12,0,0,1,0,0,0,1,0,0.027415424585342407
3,8,0,0,1,0,0,0,0,1,0.238692045211792
7,3,0,0,1,0,0,0,1,0,0.01155889593064785
7,4,0,0,1,0,1,0,0,0,0.10155133157968521
7,15,0,0,1,0,0,0,1,0,0.18790964782238007
7,12,0,0,1,0,0,0,1,0,0.3293837308883667
7,8,0,0,1,0,0,0,0,1,0.1999833732843399
10,15,0,0,1,0,0,0,1,0,0.003233875147998333
10,12,0,0,1,0,0,0,1,0,0.8736967444419861
10,8,0,0,1,0,0,0,0,1,0.21253477036952972
4,3,1,0,0,0,0,0,1,0,0.017912235110998154
4,4,1,0,0,0,1,0,0,0,0.3656567633152008
4,15,1,0,0,0,0,0,1,0,0.014188150875270367
4,8,1,0,0,0,0,0,0,1,0.056637369096279144
6,4,0,0,1,0,1,0,0,0,0.03167223557829857
6,12,0,0,1,0,0,0,1,0,0.044536612927913666
8,4,0,0,0,1,1,0,0,0,0.054388660937547684
8,12,0,0,0,1,0,0,1,0,0.1898781657218933
8,8,0,0,0,1,0,0,0,1,0.00493928138166666
20,3,0,0,1,0,0,0,1,0,0.43147796392440796
20,4,0,0,1,0,1,0,0,0,0.13076572120189667
20,12,0,0,1,0,0,0,1,0,0.037873152643442154
20,8,0,0,1,0,0,0,0,1,0.005828424822539091
15,3,0,0,1,0,0,0,1,0,0.06998778879642487
15,4,0,0,1,0,1,0,0,0,0.016222592443227768
15,12,0,0,1,0,0,0,1,0,0.13703039288520813
15,8,0,0,1,0,0,0,0,1,0.05535346269607544
4,3,0,0,1,0,0,0,1,0,0.6838129758834839
4,4,0,0,1,0,1,0,0,0,0.008413741365075111
4,15,0,0,1,0,0,0,1,0,0.01983581855893135
4,12,0,0,1,0,0,0,1,0,0.17640717327594757
4,8,0,0,1,0,0,0,0,1,0.0008201993186958134
4,3,0,0,1,0,0,0,1,0,0.3809331953525543
4,12,0,0,1,0,0,0,1,0,0.016088897362351418
4,8,0,0,1,0,0,0,0,1,0.004242338240146637
5,3,0,0,1,0,0,0,1,0,0.396003395318985
5,4,0,0,1,0,1,0,0,0,0.21552269160747528
5,15,0,0,1,0,0,0,1,0,0.033017583191394806
5,12,0,0,1,0,0,0,1,0,0.02111518569290638
5,8,0,0,1,0,0,0,0,1,0.36662182211875916
5,3,0,0,1,0,0,0,1,0,0.0006359287071973085
5,4,0,0,1,0,1,0,0,0,0.7075607776641846
5,15,0,0,1,0,0,0,1,0,0.41563960909843445
5,12,0,0,1,0,0,0,1,0,0.193693608045578
