,size_x,size_y,boolean_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,30.0,15,0,1,0,0,0,1,0.06082126870751381
1,30.0,100,0,1,0,0,1,0,0.06842494755983353
2,30.0,100,0,1,0,0,1,0,0.06251349300146103
3,30.0,15,0,1,0,0,0,1,0.043688952922821045
4,30.0,5,0,1,0,0,1,0,2.3524326024926268e-06
5,30.0,5,0,1,0,0,1,0,2.37284871218435e-06
6,30.0,5,0,1,0,0,1,0,2.9422865281958366e-06
7,30.0,5,0,1,0,0,1,0,2.9118934889993398e-06
8,30.0,4500,0,1,0,0,1,0,0.00048368930583819747
9,30.0,4500,0,1,0,0,1,0,0.00047616130905225873
10,30.0,20,0,1,0,0,0,1,0.0017899309750646353
11,30.0,1,0,1,0,0,1,0,8.099404112726916e-06
12,30.0,1,0,1,0,0,1,0,8.165708095475566e-06
13,30.0,2,0,1,1,0,0,0,0.001309734769165516
14,30.0,35,0,1,0,0,0,1,0.007419767323881388
15,30.0,15,0,1,0,0,0,1,0.0036205498035997152
16,30.0,70,0,1,0,0,0,1,0.06941753625869751
17,30.0,2,0,1,0,0,0,1,0.02271408401429653
18,30.0,50,0,1,0,0,0,1,0.0066847531124949455
19,30.0,5,0,1,0,0,0,1,0.015045865438878536
20,30.0,5,0,1,0,0,0,1,0.013874507509171963
21,30.0,3,0,1,0,0,1,0,0.00037564156809821725
22,30.0,3,0,1,0,0,1,0,0.00037010209052823484
23,30.0,30,0,1,0,0,0,1,0.002281224587932229
24,30.0,15,0,1,0,0,0,1,0.0009939896408468485
25,30.0,600,0,1,0,0,0,1,0.006439481861889362
26,30.0,4200000,0,1,0,0,1,0,0.0011180232977494597
27,30.0,15,0,1,0,0,0,1,0.004652883391827345
28,30.0,60,0,1,0,0,0,1,0.0017804394010454416
29,30.0,5,0,1,0,0,0,1,0.005606052931398153
30,30.0,5,0,1,0,0,0,1,0.005248280707746744
31,30.0,1,0,1,0,0,1,0,3.915060005965643e-06
32,30.0,1,0,1,0,0,1,0,3.87264981327462e-06
33,30.0,140,0,1,0,1,0,0,0.0002386875421507284
34,30.0,140,0,1,0,1,0,0,0.0002354283642489463
35,30.0,310,0,1,0,1,0,0,0.00016985360707622021
36,30.0,310,0,1,0,1,0,0,0.00016759759455453604
37,30.0,2,0,1,1,0,0,0,0.0007313656387850642
38,30.0,11,0,1,0,0,0,1,0.016313033178448677
39,30.0,2,0,1,1,0,0,0,0.0006801814888603985
40,30.0,3,0,1,0,0,0,1,0.1205284595489502
41,30.0,3,0,1,0,0,0,1,0.1119716614484787
42,30.0,60,0,1,0,0,0,1,0.3497956097126007
43,30.0,15,0,1,0,0,0,1,0.06082126870751381
44,30.0,100,0,1,0,0,1,0,0.06842494755983353
45,30.0,100,0,1,0,0,1,0,0.06251349300146103
46,30.0,15,0,1,0,0,0,1,0.043688952922821045
47,30.0,30,0,1,0,0,0,1,0.14628572762012482
48,30.0,7,0,1,0,0,0,1,0.15931586921215057
49,2.0,15,1,0,0,0,0,1,0.0001443360815756023
50,2.0,100,1,0,0,0,1,0,0.00011003667168552056
51,2.0,100,1,0,0,0,1,0,0.0001075459731509909
52,2.0,15,1,0,0,0,0,1,0.00016023384523577988
53,2.0,5,1,0,0,0,1,0,0.000902287196367979
54,2.0,5,1,0,0,0,1,0,0.0009051347151398659
55,2.0,5,1,0,0,0,1,0,0.0008420723606832325
56,2.0,5,1,0,0,0,1,0,0.0008564537274651229
57,2.0,4500,1,0,0,0,1,0,0.011636821553111076
58,2.0,4500,1,0,0,0,1,0,0.011903918348252773
59,2.0,20,1,0,0,0,0,1,0.0946931540966034
60,2.0,1,1,0,0,0,1,0,0.0005203000036999583
61,2.0,1,1,0,0,0,1,0,0.0005229463567957282
62,2.0,2,1,0,1,0,0,0,0.13586071133613586
63,2.0,35,1,0,0,0,0,1,0.007979822345077991
64,2.0,15,1,0,0,0,0,1,0.000763050455134362
65,2.0,70,1,0,0,0,0,1,0.0020520382095128298
66,2.0,2,1,0,0,0,0,1,0.001184618566185236
67,2.0,50,1,0,0,0,0,1,0.0013703529257327318
68,2.0,5,1,0,0,0,0,1,0.0004622522974386811
69,2.0,5,1,0,0,0,0,1,0.00046064125490374863
70,2.0,3,1,0,0,0,1,0,0.03800664842128754
