,size_x,size_y,boolean_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,15.0,15,0,1,0,0,0,1,0.013636135496199131
1,15.0,100,0,1,0,0,1,0,0.013356208801269531
2,15.0,100,0,1,0,0,1,0,0.0127062713727355
3,15.0,15,0,1,0,0,0,1,0.01307854987680912
4,15.0,5,0,1,0,0,1,0,0.005462560802698135
5,15.0,5,0,1,0,0,1,0,0.005782932508736849
6,15.0,5,0,1,0,0,1,0,0.007609444670379162
7,15.0,5,0,1,0,0,1,0,0.007969304919242859
8,15.0,4500,0,1,0,0,1,0,0.04779002070426941
9,15.0,4500,0,1,0,0,1,0,0.04861189424991608
10,15.0,20,0,1,0,0,0,1,0.19759829342365265
11,15.0,1,0,1,0,0,1,0,0.012080268934369087
12,15.0,1,0,1,0,0,1,0,0.01245192252099514
13,15.0,2,0,1,1,0,0,0,0.05610193684697151
14,15.0,35,0,1,0,0,0,1,0.1268230676651001
15,15.0,15,0,1,0,0,0,1,0.11573436856269836
16,15.0,70,0,1,0,0,0,1,0.5142929553985596
17,15.0,2,0,1,0,0,0,1,0.22230669856071472
18,15.0,50,0,1,0,0,0,1,0.16014015674591064
19,15.0,5,0,1,0,0,0,1,0.1653529554605484
20,15.0,5,0,1,0,0,0,1,0.1561444103717804
21,15.0,3,0,1,0,0,1,0,0.06096939370036125
22,15.0,3,0,1,0,0,1,0,0.06435731053352356
23,15.0,30,0,1,0,0,0,1,0.16253416240215302
24,15.0,15,0,1,0,0,0,1,0.07359626889228821
25,15.0,600,0,1,0,0,0,1,0.16038383543491364
26,15.0,4200000,0,1,0,0,1,0,0.10349369049072266
27,15.0,15,0,1,0,0,0,1,0.11205527931451797
28,15.0,60,0,1,0,0,0,1,0.07095170766115189
29,15.0,5,0,1,0,0,0,1,0.08686640113592148
30,15.0,5,0,1,0,0,0,1,0.08211373537778854
31,15.0,1,0,1,0,0,1,0,0.007457268889993429
32,15.0,1,0,1,0,0,1,0,0.007916487753391266
33,15.0,140,0,1,0,1,0,0,0.028799166902899742
34,15.0,140,0,1,0,1,0,0,0.028561173006892204
35,15.0,310,0,1,0,1,0,0,0.026027554646134377
36,15.0,310,0,1,0,1,0,0,0.026100873947143555
37,15.0,2,0,1,1,0,0,0,0.08965019881725311
38,15.0,11,0,1,0,0,0,1,0.19366057217121124
39,15.0,2,0,1,1,0,0,0,0.029947808012366295
40,15.0,3,0,1,0,0,0,1,0.01645124889910221
41,15.0,3,0,1,0,0,0,1,0.015691904351115227
42,15.0,60,0,1,0,0,0,1,0.016637485474348068
43,15.0,15,0,1,0,0,0,1,0.013636135496199131
44,15.0,100,0,1,0,0,1,0,0.013356208801269531
45,15.0,100,0,1,0,0,1,0,0.0127062713727355
46,15.0,15,0,1,0,0,0,1,0.01307854987680912
47,15.0,30,0,1,0,0,0,1,0.019230930134654045
48,15.0,7,0,1,0,0,0,1,0.021431779488921165
49,2.0,15,1,0,0,0,0,1,0.0003175554156769067
50,2.0,100,1,0,0,0,1,0,0.00026617597904987633
51,2.0,100,1,0,0,0,1,0,0.00023664155742153525
52,2.0,15,1,0,0,0,0,1,0.00035510025918483734
53,2.0,5,1,0,0,0,1,0,0.0010532466694712639
54,2.0,5,1,0,0,0,1,0,0.0010950288269668818
55,2.0,5,1,0,0,0,1,0,0.001161474734544754
56,2.0,5,1,0,0,0,1,0,0.001196711789816618
57,2.0,4500,1,0,0,0,1,0,0.12357635796070099
58,2.0,4500,1,0,0,0,1,0,0.12164592742919922
59,2.0,20,1,0,0,0,0,1,0.016024168580770493
60,2.0,1,1,0,0,0,1,0,0.001177886500954628
61,2.0,1,1,0,0,0,1,0,0.001218276796862483
62,2.0,2,1,0,1,0,0,0,0.0709606409072876
63,2.0,35,1,0,0,0,0,1,0.01796555332839489
64,2.0,15,1,0,0,0,0,1,0.006979132071137428
65,2.0,70,1,0,0,0,0,1,0.005238660611212254
66,2.0,2,1,0,0,0,0,1,0.006142634432762861
67,2.0,50,1,0,0,0,0,1,0.006989598739892244
68,2.0,5,1,0,0,0,0,1,0.005270187743008137
69,2.0,5,1,0,0,0,0,1,0.004853963386267424
70,2.0,3,1,0,0,0,1,0,0.023260338231921196
71,2.0,3,1,0,0,0,1,0,0.0229087732732296
72,2.0,30,1,0,0,0,0,1,0.008800962008535862
73,2.0,15,1,0,0,0,0,1,0.005597548093646765
74,2.0,600,1,0,0,0,0,1,0.007340230513364077
75,2.0,4200000,1,0,0,0,1,0,0.01050154585391283
76,2.0,15,1,0,0,0,0,1,0.005176622420549393
77,2.0,60,1,0,0,0,0,1,0.0036904115695506334
78,2.0,5,1,0,0,0,0,1,0.004648951813578606
79,2.0,5,1,0,0,0,0,1,0.004298643209040165
