,size_x,size_y,boolean_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,15.0,15,0,1,0,0,0,1,0.010590695776045322
1,15.0,100,0,1,0,0,1,0,0.010240808129310608
2,15.0,100,0,1,0,0,1,0,0.009731737896800041
3,15.0,15,0,1,0,0,0,1,0.011389928869903088
4,15.0,5,0,1,0,0,1,0,0.013876589015126228
5,15.0,5,0,1,0,0,1,0,0.014303161762654781
6,15.0,5,0,1,0,0,1,0,0.011407741345465183
7,15.0,5,0,1,0,0,1,0,0.011856445111334324
8,15.0,4500,0,1,0,0,1,0,0.08969029039144516
9,15.0,4500,0,1,0,0,1,0,0.08941108733415604
10,15.0,20,0,1,0,0,0,1,0.19867925345897675
11,15.0,1,0,1,0,0,1,0,0.017900127917528152
12,15.0,1,0,1,0,0,1,0,0.01761699467897415
13,15.0,2,0,1,1,0,0,0,0.11230701208114624
14,15.0,35,0,1,0,0,0,1,0.09914139658212662
15,15.0,15,0,1,0,0,0,1,0.09055668860673904
16,15.0,70,0,1,0,0,0,1,0.2230951339006424
17,15.0,2,0,1,0,0,0,1,0.1499379426240921
18,15.0,50,0,1,0,0,0,1,0.12308807671070099
19,15.0,5,0,1,0,0,0,1,0.1126164048910141
20,15.0,5,0,1,0,0,0,1,0.10668780654668808
21,15.0,3,0,1,0,0,1,0,0.11534972488880157
22,15.0,3,0,1,0,0,1,0,0.1183016449213028
23,15.0,30,0,1,0,0,0,1,0.11570543795824051
24,15.0,15,0,1,0,0,0,1,0.14753524959087372
25,15.0,600,0,1,0,0,0,1,0.2520419657230377
26,15.0,4200000,0,1,0,0,1,0,0.10197344422340393
27,15.0,15,0,1,0,0,0,1,0.20516984164714813
28,15.0,60,0,1,0,0,0,1,0.1535269170999527
29,15.0,5,0,1,0,0,0,1,0.12716013193130493
30,15.0,5,0,1,0,0,0,1,0.12122919410467148
31,15.0,1,0,1,0,0,1,0,0.01498450431972742
32,15.0,1,0,1,0,0,1,0,0.015131098218262196
33,15.0,140,0,1,0,1,0,0,0.06278657168149948
34,15.0,140,0,1,0,1,0,0,0.06437370926141739
35,15.0,310,0,1,0,1,0,0,0.06837063282728195
36,15.0,310,0,1,0,1,0,0,0.06979509443044662
37,15.0,2,0,1,1,0,0,0,0.04295400530099869
38,15.0,11,0,1,0,0,0,1,0.2622922658920288
39,15.0,2,0,1,1,0,0,0,0.135978564620018
40,15.0,3,0,1,0,0,0,1,0.022220322862267494
41,15.0,3,0,1,0,0,0,1,0.0209574606269598
42,15.0,60,0,1,0,0,0,1,0.02852078340947628
43,15.0,15,0,1,0,0,0,1,0.010590690188109875
44,15.0,100,0,1,0,0,1,0,0.010240808129310608
45,15.0,100,0,1,0,0,1,0,0.009731737896800041
46,15.0,15,0,1,0,0,0,1,0.011389928869903088
47,15.0,30,0,1,0,0,0,1,0.019554156810045242
48,15.0,7,0,1,0,0,0,1,0.019479652866721153
49,2.0,15,1,0,0,0,0,1,0.001018736744299531
50,2.0,100,1,0,0,0,1,0,0.0005511887138709426
51,2.0,100,1,0,0,0,1,0,0.0005484880530275404
52,2.0,15,1,0,0,0,0,1,0.000965708983130753
53,2.0,5,1,0,0,0,1,0,0.0037861554883420467
54,2.0,5,1,0,0,0,1,0,0.0037516653537750244
55,2.0,5,1,0,0,0,1,0,0.0034504770301282406
56,2.0,5,1,0,0,0,1,0,0.0034703987184911966
57,2.0,4500,1,0,0,0,1,0,0.03685630112886429
58,2.0,4500,1,0,0,0,1,0,0.035492200404405594
59,2.0,20,1,0,0,0,0,1,0.022379694506525993
60,2.0,1,1,0,0,0,1,0,0.004271135199815035
61,2.0,1,1,0,0,0,1,0,0.0041294279508292675
62,2.0,2,1,0,1,0,0,0,0.053030338138341904
63,2.0,35,1,0,0,0,0,1,0.015076380223035812
64,2.0,15,1,0,0,0,0,1,0.004741485696285963
65,2.0,70,1,0,0,0,0,1,0.009982086718082428
66,2.0,2,1,0,0,0,0,1,0.009616988711059093
67,2.0,50,1,0,0,0,0,1,0.006808147765696049
68,2.0,5,1,0,0,0,0,1,0.003613474778831005
69,2.0,5,1,0,0,0,0,1,0.0033246565144509077
70,2.0,3,1,0,0,0,1,0,0.07064533978700638
71,2.0,3,1,0,0,0,1,0,0.07135967910289764
72,2.0,30,1,0,0,0,0,1,0.02275603637099266
73,2.0,15,1,0,0,0,0,1,0.013099591247737408
74,2.0,600,1,0,0,0,0,1,0.029860857874155045
75,2.0,4200000,1,0,0,0,1,0,0.01714785024523735
76,2.0,15,1,0,0,0,0,1,0.017895342782139778
77,2.0,60,1,0,0,0,0,1,0.013312427327036858
78,2.0,5,1,0,0,0,0,1,0.007370669394731522
79,2.0,5,1,0,0,0,0,1,0.0069116754457354546
80,2.0,1,1,0,0,0,1,0,0.0037009038496762514
81,2.0,1,1,0,0,0,1,0,0.0036672677379101515
82,2.0,140,1,0,0,1,0,0,0.04007726535201073
83,2.0,140,1,0,0,1,0,0,0.04069258272647858
84,2.0,310,1,0,0,1,0,0,0.044548820704221725
85,2.0,310,1,0,0,1,0,0,0.044736698269844055
86,2.0,2,1,0,1,0,0,0,0.021750571206212044
87,2.0,11,1,0,0,0,0,1,0.04750978574156761
88,2.0,2,1,0,1,0,0,0,0.04830454662442207
89,2.0,3,1,0,0,0,0,1,0.0015266801929101348
90,2.0,3,1,0,0,0,0,1,0.0014463140396401286
91,2.0,60,1,0,0,0,0,1,0.0027148472145199776
92,2.0,15,1,0,0,0,0,1,0.001018736744299531
93,2.0,100,1,0,0,0,1,0,0.0005511887138709426
94,2.0,100,1,0,0,0,1,0,0.0005484880530275404
95,2.0,15,1,0,0,0,0,1,0.000965708983130753
96,2.0,30,1,0,0,0,0,1,0.0012318769004195929
97,2.0,7,1,0,0,0,0,1,0.0018399188993498683
