,size_x,size_y,boolean_x,float_x,integer_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,60.0,15,0,0,0,1,0,0,0,1,0.031055057421326637
1,60.0,100,0,0,0,1,0,0,1,0,0.023005099967122078
2,60.0,100,0,0,0,1,0,0,1,0,0.02196546643972397
3,60.0,15,0,0,0,1,0,0,0,1,0.03584523871541023
4,60.0,5,0,0,0,1,0,0,1,0,4.519907452049665e-05
5,60.0,5,0,0,0,1,0,0,1,0,4.623820132110268e-05
6,60.0,5,0,0,0,1,0,0,1,0,5.2906347264070064e-05
7,60.0,5,0,0,0,1,0,0,1,0,5.4055610235081986e-05
8,60.0,4500,0,0,0,1,0,0,1,0,0.0004047428083140403
9,60.0,4500,0,0,0,1,0,0,1,0,0.00040284835267812014
10,60.0,20,0,0,0,1,0,0,0,1,0.0016783765750005841
11,60.0,1,0,0,0,1,0,0,1,0,7.257115794345737e-05
12,60.0,1,0,0,0,1,0,0,1,0,7.377649308182299e-05
13,60.0,2,0,0,0,1,1,0,0,0,0.0004528648278210312
14,60.0,35,0,0,0,1,0,0,0,1,0.0029331969562917948
15,60.0,15,0,0,0,1,0,0,0,1,0.0012918401043862104
16,60.0,70,0,0,0,1,0,0,0,1,0.005531562492251396
17,60.0,2,0,0,0,1,0,0,0,1,0.0029295620042830706
18,60.0,50,0,0,0,1,0,0,0,1,0.0012203720398247242
19,60.0,5,0,0,0,1,0,0,0,1,0.0030244917143136263
20,60.0,5,0,0,0,1,0,0,0,1,0.0029015308246016502
21,60.0,3,0,0,0,1,0,0,1,0,0.0007209214963950217
22,60.0,3,0,0,0,1,0,0,1,0,0.0007365919882431626
23,60.0,30,0,0,0,1,0,0,0,1,0.0032282082829624414
24,60.0,15,0,0,0,1,0,0,0,1,0.005509634502232075
25,60.0,600,0,0,0,1,0,0,0,1,0.010004310868680477
26,60.0,4200000,0,0,0,1,0,0,1,0,0.0016723043518140912
27,60.0,15,0,0,0,1,0,0,0,1,0.010377231985330582
28,60.0,60,0,0,0,1,0,0,0,1,0.004102010745555162
29,60.0,5,0,0,0,1,0,0,0,1,0.009748391807079315
30,60.0,5,0,0,0,1,0,0,0,1,0.009305465966463089
31,60.0,1,0,0,0,1,0,0,1,0,6.184556696098298e-05
32,60.0,1,0,0,0,1,0,0,1,0,6.302698602667078e-05
33,60.0,140,0,0,0,1,0,1,0,0,0.0014965984737500548
34,60.0,140,0,0,0,1,0,1,0,0,0.0014971052296459675
35,60.0,310,0,0,0,1,0,1,0,0,0.0014705894282087684
