,size_x,size_y,boolean_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,15.0,15,0,1,0,0,0,1,0.015360711142420769
1,15.0,100,0,1,0,0,1,0,0.013073300942778587
2,15.0,100,0,1,0,0,1,0,0.012409822084009647
3,15.0,15,0,1,0,0,0,1,0.013748505152761936
4,15.0,5,0,1,0,0,1,0,0.00033914882806129754
5,15.0,5,0,1,0,0,1,0,0.0003449136856943369
6,15.0,5,0,1,0,0,1,0,0.0005844304105266929
7,15.0,5,0,1,0,0,1,0,0.0005900341202504933
8,15.0,4500,0,1,0,0,1,0,0.005983664654195309
9,15.0,4500,0,1,0,0,1,0,0.005852121394127607
10,15.0,20,0,1,0,0,0,1,0.06353109329938889
11,15.0,1,0,1,0,0,1,0,0.001005806727334857
12,15.0,1,0,1,0,0,1,0,0.001005526166409254
13,15.0,2,0,1,1,0,0,0,0.0035039877984672785
14,15.0,35,0,1,0,0,0,1,0.05338289216160774
15,15.0,15,0,1,0,0,0,1,0.1633833795785904
16,15.0,70,0,1,0,0,0,1,0.33113303780555725
17,15.0,2,0,1,0,0,0,1,0.27178627252578735
18,15.0,50,0,1,0,0,0,1,0.23255430161952972
19,15.0,5,0,1,0,0,0,1,0.12885268032550812
20,15.0,5,0,1,0,0,0,1,0.11907661706209183
21,15.0,3,0,1,0,0,1,0,0.00899670459330082
22,15.0,3,0,1,0,0,1,0,0.00896854605525732
23,15.0,30,0,1,0,0,0,1,0.10896677523851395
24,15.0,15,0,1,0,0,0,1,0.09954570978879929
25,15.0,600,0,1,0,0,0,1,0.047056447714567184
26,15.0,4200000,0,1,0,0,1,0,0.005216773599386215
27,15.0,15,0,1,0,0,0,1,0.19759488105773926
28,15.0,60,0,1,0,0,0,1,0.11414340883493423
29,15.0,5,0,1,0,0,0,1,0.1312721222639084
30,15.0,5,0,1,0,0,0,1,0.12447988986968994
31,15.0,1,0,1,0,0,1,0,0.000523772498127073
32,15.0,1,0,1,0,0,1,0,0.0005205972120165825
33,15.0,140,0,1,0,1,0,0,0.004281514789909124
34,15.0,140,0,1,0,1,0,0,0.004216220695525408
35,15.0,310,0,1,0,1,0,0,0.003514646552503109
36,15.0,310,0,1,0,1,0,0,0.003462195862084627
37,15.0,2,0,1,1,0,0,0,0.022874824702739716
38,15.0,11,0,1,0,0,0,1,0.06130204349756241
39,15.0,2,0,1,1,0,0,0,0.006784229539334774
40,15.0,3,0,1,0,0,0,1,0.006623357068747282
41,15.0,3,0,1,0,0,0,1,0.006232080049812794
42,15.0,60,0,1,0,0,0,1,0.032913170754909515
43,15.0,15,0,1,0,0,0,1,0.015360718593001366
44,15.0,100,0,1,0,0,1,0,0.013073300942778587
45,15.0,100,0,1,0,0,1,0,0.012409822084009647
46,15.0,15,0,1,0,0,0,1,0.013748505152761936
47,15.0,30,0,1,0,0,0,1,0.024569937959313393
48,15.0,7,0,1,0,0,0,1,0.011053035967051983
49,2.0,15,1,0,0,0,0,1,0.00017988028412219137
50,2.0,100,1,0,0,0,1,0,8.55443358886987e-05
51,2.0,100,1,0,0,0,1,0,8.390173024963588e-05
52,2.0,15,1,0,0,0,0,1,0.00022292080393526703
