,size_x,size_y,boolean_x,float_x,integer_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,60.0,15,0,0,0,1,0,0,0,1,0.01500914990901947
1,60.0,100,0,0,0,1,0,0,1,0,0.011078971438109875
2,60.0,100,0,0,0,1,0,0,1,0,0.01119852066040039
3,60.0,15,0,0,0,1,0,0,0,1,0.014415040612220764
4,60.0,5,0,0,0,1,0,0,1,0,5.1243136113043875e-05
5,60.0,5,0,0,0,1,0,0,1,0,5.0254158850293607e-05
6,60.0,5,0,0,0,1,0,0,1,0,5.144113310961984e-05
7,60.0,5,0,0,0,1,0,0,1,0,5.0482700316933915e-05
8,60.0,4500,0,0,0,1,0,0,1,0,0.0007642053533345461
9,60.0,4500,0,0,0,1,0,0,1,0,0.0007273430819623172
10,60.0,20,0,0,0,1,0,0,0,1,0.0019808767829090357
11,60.0,1,0,0,0,1,0,0,1,0,4.941203951602802e-05
12,60.0,1,0,0,0,1,0,0,1,0,4.842814814765006e-05
13,60.0,2,0,0,0,1,1,0,0,0,0.00047371882828883827
14,60.0,35,0,0,0,1,0,0,0,1,0.004839855246245861
15,60.0,15,0,0,0,1,0,0,0,1,0.0023736979346722364
16,60.0,70,0,0,0,1,0,0,0,1,0.0019028011010959744
17,60.0,2,0,0,0,1,0,0,0,1,0.0027789261657744646
18,60.0,50,0,0,0,1,0,0,0,1,0.003399259177967906
19,60.0,5,0,0,0,1,0,0,0,1,0.0038499757647514343
20,60.0,5,0,0,0,1,0,0,0,1,0.0036242553032934666
21,60.0,3,0,0,0,1,0,0,1,0,0.0005771302967332304
22,60.0,3,0,0,0,1,0,0,1,0,0.0005721867200918496
23,60.0,30,0,0,0,1,0,0,0,1,0.00211133249104023
24,60.0,15,0,0,0,1,0,0,0,1,0.005875103175640106
25,60.0,600,0,0,0,1,0,0,0,1,0.0016468295361846685
26,60.0,4200000,0,0,0,1,0,0,1,0,0.0010881413472816348
27,60.0,15,0,0,0,1,0,0,0,1,0.005504964850842953
28,60.0,60,0,0,0,1,0,0,0,1,0.006819861475378275
