,size_x,size_y,boolean_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,30.0,15,0,1,0,0,0,1,0.02641362138092518
1,30.0,100,0,1,0,0,1,0,0.011770419776439667
2,30.0,100,0,1,0,0,1,0,0.011787038296461105
3,30.0,15,0,1,0,0,0,1,0.021349098533391953
4,30.0,5,0,1,0,0,1,0,3.646222467068583e-05
5,30.0,5,0,1,0,0,1,0,3.579146505217068e-05
6,30.0,5,0,1,0,0,1,0,3.567468229448423e-05
7,30.0,5,0,1,0,0,1,0,3.48626053892076e-05
8,30.0,4500,0,1,0,0,1,0,0.0008479902753606439
9,30.0,4500,0,1,0,0,1,0,0.0008154300739988685
10,30.0,20,0,1,0,0,0,1,0.003182332031428814
11,30.0,1,0,1,0,0,1,0,3.6968544009141624e-05
12,30.0,1,0,1,0,0,1,0,3.613352237152867e-05
13,30.0,2,0,1,1,0,0,0,0.0008522430434823036
14,30.0,35,0,1,0,0,0,1,0.005990111269056797
15,30.0,15,0,1,0,0,0,1,0.003938707523047924
16,30.0,70,0,1,0,0,0,1,0.025134269148111343
17,30.0,2,0,1,0,0,0,1,0.005853699985891581
18,30.0,50,0,1,0,0,0,1,0.0068072606809437275
19,30.0,5,0,1,0,0,0,1,0.0059112003073096275
20,30.0,5,0,1,0,0,0,1,0.0056317574344575405
21,30.0,3,0,1,0,0,1,0,0.0007981897797435522
22,30.0,3,0,1,0,0,1,0,0.0007830021786503494
23,30.0,30,0,1,0,0,0,1,0.002960776910185814
24,30.0,15,0,1,0,0,0,1,0.0019883099012076855
25,30.0,600,0,1,0,0,0,1,0.004083434585481882
26,30.0,4200000,0,1,0,0,1,0,0.000994390225969255
27,30.0,15,0,1,0,0,0,1,0.002282423200085759
28,30.0,60,0,1,0,0,0,1,0.002874051220715046
29,30.0,5,0,1,0,0,0,1,0.0029435823671519756
30,30.0,5,0,1,0,0,0,1,0.0028906529769301414
31,30.0,1,0,1,0,0,1,0,4.450765118235722e-05
32,30.0,1,0,1,0,0,1,0,4.381393227959052e-05
33,30.0,140,0,1,0,1,0,0,0.0007387592922896147
34,30.0,140,0,1,0,1,0,0,0.0007389902602881193
35,30.0,310,0,1,0,1,0,0,0.0006716963835060596
36,30.0,310,0,1,0,1,0,0,0.0006685755215585232
37,30.0,2,0,1,1,0,0,0,0.0004986489657312632
38,30.0,11,0,1,0,0,0,1,0.013647448271512985
39,30.0,2,0,1,1,0,0,0,0.0018616918241605163
40,30.0,3,0,1,0,0,0,1,0.04394301399588585
41,30.0,3,0,1,0,0,0,1,0.043197255581617355
42,30.0,60,0,1,0,0,0,1,0.6635118722915649
43,30.0,15,0,1,0,0,0,1,0.02641362138092518
44,30.0,100,0,1,0,0,1,0,0.011770419776439667
45,30.0,100,0,1,0,0,1,0,0.011787038296461105
46,30.0,15,0,1,0,0,0,1,0.021349098533391953
47,30.0,30,0,1,0,0,0,1,0.043783001601696014
48,30.0,7,0,1,0,0,0,1,0.17121711373329163
49,2.0,15,1,0,0,0,0,1,0.0004295330145396292
50,2.0,100,1,0,0,0,1,0,0.00032892529270611703
51,2.0,100,1,0,0,0,1,0,0.0003370596677996218
52,2.0,15,1,0,0,0,0,1,0.00036674068542197347
53,2.0,5,1,0,0,0,1,0,0.0011146590113639832
54,2.0,5,1,0,0,0,1,0,0.0010962008964270353
55,2.0,5,1,0,0,0,1,0,0.0007534300675615668
56,2.0,5,1,0,0,0,1,0,0.0007422566995956004
57,2.0,4500,1,0,0,0,1,0,0.014834958128631115
58,2.0,4500,1,0,0,0,1,0,0.014948812313377857
59,2.0,20,1,0,0,0,0,1,0.06015937775373459
60,2.0,1,1,0,0,0,1,0,0.0005748749827034771
61,2.0,1,1,0,0,0,1,0,0.0005689772660844028
62,2.0,2,1,0,1,0,0,0,0.3081096410751343
63,2.0,35,1,0,0,0,0,1,0.008944868110120296
64,2.0,15,1,0,0,0,0,1,0.0008151581278070807
65,2.0,70,1,0,0,0,0,1,0.0027917297556996346
66,2.0,2,1,0,0,0,0,1,0.002276898128911853
67,2.0,50,1,0,0,0,0,1,0.0014329773839563131
68,2.0,5,1,0,0,0,0,1,0.0008252221159636974
69,2.0,5,1,0,0,0,0,1,0.0008070436306297779
70,2.0,3,1,0,0,0,1,0,0.026662442833185196
71,2.0,3,1,0,0,0,1,0,0.026392074301838875
72,2.0,30,1,0,0,0,0,1,0.04085446521639824
73,2.0,15,1,0,0,0,0,1,0.0006135958828963339
74,2.0,600,1,0,0,0,0,1,0.007599066011607647
75,2.0,4200000,1,0,0,0,1,0,0.006748267915099859
76,2.0,15,1,0,0,0,0,1,0.0015203208895400167
77,2.0,60,1,0,0,0,0,1,0.0011036405339837074
78,2.0,5,1,0,0,0,0,1,0.0005906957667320967
79,2.0,5,1,0,0,0,0,1,0.0005949478363618255
80,2.0,1,1,0,0,0,1,0,0.00081067462451756
81,2.0,1,1,0,0,0,1,0,0.0007999391527846456
82,2.0,140,1,0,0,1,0,0,0.010850464925169945
83,2.0,140,1,0,0,1,0,0,0.010764247737824917
84,2.0,310,1,0,0,1,0,0,0.012131387367844582
85,2.0,310,1,0,0,1,0,0,0.011956431902945042
86,2.0,2,1,0,1,0,0,0,0.005030511878430843
87,2.0,11,1,0,0,0,0,1,0.056535519659519196
88,2.0,2,1,0,1,0,0,0,0.9699979424476624
89,2.0,3,1,0,0,0,0,1,0.00010628485324559733
90,2.0,3,1,0,0,0,0,1,0.00010502008080948144
91,2.0,60,1,0,0,0,0,1,0.000969659595284611
92,2.0,15,1,0,0,0,0,1,0.0004295330145396292
93,2.0,100,1,0,0,0,1,0,0.00032892529270611703
94,2.0,100,1,0,0,0,1,0,0.0003370596677996218
95,2.0,15,1,0,0,0,0,1,0.00036674068542197347
