,size_x,size_y,boolean_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,15.0,15,0,1,0,0,0,1,0.018843799829483032
1,15.0,100,0,1,0,0,1,0,0.008009144105017185
2,15.0,100,0,1,0,0,1,0,0.008358560502529144
3,15.0,15,0,1,0,0,0,1,0.019678842276334763
4,15.0,5,0,1,0,0,1,0,0.0006793267675675452
5,15.0,5,0,1,0,0,1,0,0.0006648656562902033
6,15.0,5,0,1,0,0,1,0,0.0006846135365776718
7,15.0,5,0,1,0,0,1,0,0.0006692602182738483
8,15.0,4500,0,1,0,0,1,0,0.0007217467064037919
9,15.0,4500,0,1,0,0,1,0,0.00069503637496382
10,15.0,20,0,1,0,0,0,1,0.040301576256752014
11,15.0,1,0,1,0,0,1,0,0.0024933540262281895
12,15.0,1,0,1,0,0,1,0,0.0024346718564629555
13,15.0,2,0,1,1,0,0,0,0.0010034259175881743
14,15.0,35,0,1,0,0,0,1,0.025042036548256874
15,15.0,15,0,1,0,0,0,1,0.16185437142848969
16,15.0,70,0,1,0,0,0,1,0.3276733458042145
17,15.0,2,0,1,0,0,0,1,0.2280387133359909
18,15.0,50,0,1,0,0,0,1,0.19926263391971588
19,15.0,5,0,1,0,0,0,1,0.21070556342601776
20,15.0,5,0,1,0,0,0,1,0.20596645772457123
21,15.0,3,0,1,0,0,1,0,0.006774237845093012
22,15.0,3,0,1,0,0,1,0,0.006841201800853014
23,15.0,30,0,1,0,0,0,1,0.03130241483449936
24,15.0,15,0,1,0,0,0,1,0.055944960564374924
25,15.0,600,0,1,0,0,0,1,0.005112514365464449
26,15.0,4200000,0,1,0,0,1,0,0.0016269765328615904
27,15.0,15,0,1,0,0,0,1,0.06029434874653816
28,15.0,60,0,1,0,0,0,1,0.06384078413248062
29,15.0,5,0,1,0,0,0,1,0.057917505502700806
30,15.0,5,0,1,0,0,0,1,0.0578601211309433
31,15.0,1,0,1,0,0,1,0,0.0009221273940056562
32,15.0,1,0,1,0,0,1,0,0.0008983441512100399
33,15.0,140,0,1,0,1,0,0,0.0028490466065704823
34,15.0,140,0,1,0,1,0,0,0.002866727765649557
35,15.0,310,0,1,0,1,0,0,0.003208528971299529
36,15.0,310,0,1,0,1,0,0,0.003232796210795641
37,15.0,2,0,1,1,0,0,0,0.01901639997959137
38,15.0,11,0,1,0,0,0,1,0.010935703292489052
39,15.0,2,0,1,1,0,0,0,0.0019387326901778579
40,15.0,3,0,1,0,0,0,1,0.0036653762217611074
41,15.0,3,0,1,0,0,0,1,0.0036172487307339907
42,15.0,60,0,1,0,0,0,1,0.021934593096375465
43,15.0,15,0,1,0,0,0,1,0.018843799829483032
44,15.0,100,0,1,0,0,1,0,0.008009144105017185
45,15.0,100,0,1,0,0,1,0,0.008358560502529144
46,15.0,15,0,1,0,0,0,1,0.019678842276334763
47,15.0,30,0,1,0,0,0,1,0.020175069570541382
48,15.0,7,0,1,0,0,0,1,0.01398723479360342
49,2.0,15,1,0,0,0,0,1,0.0005058751557953656
50,2.0,100,1,0,0,0,1,0,0.00015964485646691173
51,2.0,100,1,0,0,0,1,0,0.00016662162670399994
52,2.0,15,1,0,0,0,0,1,0.0004976394702680409
53,2.0,5,1,0,0,0,1,0,0.0003908461658284068
