,size_x,size_y,boolean_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
0,30.0,15,0,1,0,0,0,1,0.04865409806370735
1,30.0,100,0,1,0,0,1,0,0.03564322739839554
2,30.0,100,0,1,0,0,1,0,0.034559234976768494
3,30.0,15,0,1,0,0,0,1,0.03638115152716637
4,30.0,5,0,1,0,0,1,0,0.0006694994517602026
5,30.0,5,0,1,0,0,1,0,0.0006983597995713353
6,30.0,5,0,1,0,0,1,0,0.000657475960906595
7,30.0,5,0,1,0,0,1,0,0.0006982037448324263
8,30.0,4500,0,1,0,0,1,0,0.02735118567943573
9,30.0,4500,0,1,0,0,1,0,0.026730651035904884
10,30.0,20,0,1,0,0,0,1,0.027026532217860222
11,30.0,1,0,1,0,0,1,0,0.0010627541923895478
12,30.0,1,0,1,0,0,1,0,0.001061242655850947
13,30.0,2,0,1,1,0,0,0,0.04497380182147026
14,30.0,35,0,1,0,0,0,1,0.03997499495744705
15,30.0,15,0,1,0,0,0,1,0.00854639895260334
16,30.0,70,0,1,0,0,0,1,0.04376968741416931
17,30.0,2,0,1,0,0,0,1,0.016982579603791237
18,30.0,50,0,1,0,0,0,1,0.01159494649618864
19,30.0,5,0,1,0,0,0,1,0.018695887178182602
20,30.0,5,0,1,0,0,0,1,0.017474818974733353
21,30.0,3,0,1,0,0,1,0,0.03286489099264145
22,30.0,3,0,1,0,0,1,0,0.03305894881486893
23,30.0,30,0,1,0,0,0,1,0.03527016565203667
24,30.0,15,0,1,0,0,0,1,0.014930343255400658
25,30.0,600,0,1,0,0,0,1,0.04037496820092201
26,30.0,4200000,0,1,0,0,1,0,0.019303420558571815
27,30.0,15,0,1,0,0,0,1,0.027831118553876877
28,30.0,60,0,1,0,0,0,1,0.018613873049616814
29,30.0,5,0,1,0,0,0,1,0.03135871887207031
30,30.0,5,0,1,0,0,0,1,0.02921176701784134
31,30.0,1,0,1,0,0,1,0,0.0008992571383714676
32,30.0,1,0,1,0,0,1,0,0.000941687379963696
33,30.0,140,0,1,0,1,0,0,0.021879738196730614
34,30.0,140,0,1,0,1,0,0,0.022454487159848213
35,30.0,310,0,1,0,1,0,0,0.020347030833363533
36,30.0,310,0,1,0,1,0,0,0.020590903237462044
37,30.0,2,0,1,1,0,0,0,0.007578367833048105
38,30.0,11,0,1,0,0,0,1,0.09279049187898636
39,30.0,2,0,1,1,0,0,0,0.029747022315859795
40,30.0,3,0,1,0,0,0,1,0.1258760541677475
41,30.0,3,0,1,0,0,0,1,0.11664803326129913
42,30.0,60,0,1,0,0,0,1,0.2770501375198364
43,30.0,15,0,1,0,0,0,1,0.04865409806370735
44,30.0,100,0,1,0,0,1,0,0.03564322739839554
45,30.0,100,0,1,0,0,1,0,0.034559234976768494
46,30.0,15,0,1,0,0,0,1,0.03638115152716637
47,30.0,30,0,1,0,0,0,1,0.0943969264626503
48,30.0,7,0,1,0,0,0,1,0.1277252584695816
49,2.0,15,1,0,0,0,0,1,0.0014748668763786554
50,2.0,100,1,0,0,0,1,0,0.0011742511996999383
51,2.0,100,1,0,0,0,1,0,0.0010668126633390784
52,2.0,15,1,0,0,0,0,1,0.0015265108086168766
53,2.0,5,1,0,0,0,1,0,0.0065808529034256935
54,2.0,5,1,0,0,0,1,0,0.006487648468464613
55,2.0,5,1,0,0,0,1,0,0.005205121822655201
56,2.0,5,1,0,0,0,1,0,0.0051562488079071045
57,2.0,4500,1,0,0,0,1,0,0.03255441039800644
58,2.0,4500,1,0,0,0,1,0,0.03114856220781803
59,2.0,20,1,0,0,0,0,1,0.07453466206789017
60,2.0,1,1,0,0,0,1,0,0.005556589458137751
61,2.0,1,1,0,0,0,1,0,0.005309837404638529
62,2.0,2,1,0,1,0,0,0,0.1251315325498581
63,2.0,35,1,0,0,0,0,1,0.02836100570857525
64,2.0,15,1,0,0,0,0,1,0.012745632790029049
65,2.0,70,1,0,0,0,0,1,0.018662622198462486
