primary key_x,foreign key_x,size_x,primary key_y,foreign key_y,size_y,YYYY_x,array_x,boolean_x,integer_x,string_x,array_y,boolean_y,float_y,integer_y,string_y,timestamp_y,outputscore
0,0,13,0,1,20,1,0,0,0,0,0,0,0,1,0,0,0.00998676661401987
0,0,13,0,1,200,1,0,0,0,0,0,0,0,1,0,0,0.005950364284217358
0,0,13,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0.0006455261609517038
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,3.842865044134669e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,1.1736517990357243e-05
0,0,13,1,0,650,1,0,0,0,0,0,0,0,1,0,0,1.5539941159659065e-05
0,0,13,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1.3059617231192533e-05
0,0,13,1,0,6,1,0,0,0,0,0,0,0,1,0,0,0.0001435301819583401
0,0,13,0,1,1000,1,0,0,0,0,0,0,0,1,0,0,0.00694362074136734
0,0,13,0,1,2,1,0,0,0,0,0,0,0,1,0,0,4.5784639951307327e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,2.369619869568851e-05
0,0,13,0,1,1000,1,0,0,0,0,0,0,0,1,0,0,0.0029429695568978786
0,0,13,1,0,1000,1,0,0,0,0,0,0,0,1,0,0,0.012246333062648773
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,1.5876263205427676e-05
0,0,13,0,0,40,1,0,0,0,0,0,0,0,0,1,0,0.12290220707654953
0,0,13,0,0,35,1,0,0,0,0,0,0,0,0,1,0,1.0269495760439895e-05
0,0,13,0,1,600,1,0,0,0,0,0,0,0,1,0,0,4.615450234268792e-05
0,0,13,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0.000492681807372719
0,0,13,0,0,60,1,0,0,0,0,0,0,0,1,0,0,1.2572741070471238e-05
0,0,13,0,0,35,1,0,0,0,0,0,0,0,0,1,0,1.1043239283026196e-05
0,0,13,0,0,11,1,0,0,0,0,0,0,0,0,1,0,9.15143118618289e-06
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,1.4646523140982026e-06
0,0,13,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0.001024110708385706
0,0,13,0,0,30,1,0,0,0,0,0,0,0,0,1,0,0.0006133158458396792
0,0,13,0,1,610,1,0,0,0,0,0,0,0,1,0,0,9.495418635196984e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,3.2302181352861226e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0.00019777155830524862
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,2.018175564444391e-06
0,0,13,1,0,1000,1,0,0,0,0,0,0,0,1,0,0,0.004304087720811367
0,0,13,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0.021810654550790787
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,8.019668166525662e-05
0,0,13,0,0,25,1,0,0,0,0,0,0,0,0,1,0,6.547501925524557e-06
0,0,13,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0.0002733445435296744
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,1.7222964743268676e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,1.198301379190525e-05
0,0,13,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0.00014843003009445965
0,0,13,1,0,110,1,0,0,0,0,0,0,0,1,0,0,0.00018836645176634192
0,0,13,0,0,150,1,0,0,0,0,0,0,0,0,1,0,0.015670612454414368
0,0,13,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0.18575270473957062
0,0,13,0,0,15,1,0,0,0,0,0,0,0,0,1,0,1.6443435015389696e-05
0,0,13,0,0,40,1,0,0,0,0,0,0,0,0,1,0,0.04676494747400284
0,0,13,1,0,110,1,0,0,0,0,0,0,0,1,0,0,0.00104812765493989
0,0,13,0,0,40,1,0,0,0,0,0,0,0,0,1,0,1.2088820767530706e-05
0,0,13,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0.0003048462967853993
0,0,13,1,0,20,1,0,0,0,0,0,0,0,1,0,0,0.00010028448014054447
0,0,13,0,1,1000,1,0,0,0,0,0,0,0,1,0,0,0.010012148879468441
0,0,13,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0.0009391289204359055
0,0,13,1,0,600,1,0,0,0,0,0,0,0,1,0,0,8.83103275555186e-05
0,0,13,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0.0007184740388765931
0,0,13,0,0,200,1,0,0,0,0,0,0,1,0,0,0,0.017818696796894073
0,0,13,0,0,5,1,0,0,0,0,0,0,0,0,1,0,6.010844572301721e-06
0,0,13,1,0,600,1,0,0,0,0,0,0,0,1,0,0,2.2061491108615883e-05
0,0,13,0,0,150,1,0,0,0,0,0,0,0,0,1,0,0.002206279896199703
0,0,13,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0.08527373522520065
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,1.312421682087006e-05
0,0,13,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0.000668058346491307
0,0,13,1,0,300,1,0,0,0,0,0,0,0,1,0,0,0.00034660729579627514
0,0,13,0,0,30,1,0,0,0,0,0,0,1,0,0,0,0.00011383296077838168
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,4.5177654101280496e-05
0,0,13,1,0,600,1,0,0,0,0,0,0,0,1,0,0,1.2334798157098703e-05
0,0,13,0,0,40,1,0,0,0,0,0,0,0,0,1,0,1.803862141969148e-05
0,0,13,0,0,15,1,0,0,0,0,0,0,0,0,1,0,2.128754204022698e-05
0,0,13,0,1,2,1,0,0,0,0,0,0,0,1,0,0,7.864280632929876e-05
0,0,13,0,1,20,1,0,0,0,0,0,0,0,1,0,0,0.0013918549520894885
0,0,13,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0.0006979508907534182
0,0,13,0,1,1000,1,0,0,0,0,0,0,0,1,0,0,0.0011832906166091561
0,0,13,0,1,600,1,0,0,0,0,0,0,0,1,0,0,2.1265896066324785e-05
0,0,13,0,0,60,1,0,0,0,0,0,0,0,1,0,0,1.8468816051608883e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,1.716324914013967e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,2.8765269235009328e-05
0,0,13,0,0,15,1,0,0,0,0,0,0,0,0,1,0,2.6399678972666152e-05
0,0,13,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0.009469754062592983
0,0,13,1,0,600,1,0,0,0,0,0,0,0,1,0,0,5.4658034059684724e-05
0,0,13,0,1,110,1,0,0,0,0,0,0,0,1,0,0,0.0008122838335111737
0,0,13,1,0,20,1,0,0,0,0,0,0,0,1,0,0,8.474733476759866e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,6.459673386416398e-06
0,0,13,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1.817645716073457e-05
0,0,13,1,0,1000,1,0,0,0,0,0,0,0,1,0,0,0.0011459247907623649
0,0,13,1,0,300,1,0,0,0,0,0,0,0,1,0,0,0.00012790325854439288
0,0,13,0,0,35,1,0,0,0,0,0,0,0,0,1,0,1.6895002772798762e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,6.136910815257579e-05
0,0,13,0,0,5,1,0,0,0,0,0,0,0,0,1,0,1.1173241546202917e-05
0,0,13,1,0,6,1,0,0,0,0,0,0,0,1,0,0,9.576923912391067e-05
0,0,13,0,0,25,1,0,0,0,0,0,0,0,0,1,0,1.359196085104486e-05
0,0,13,0,0,40,1,0,0,0,0,0,0,0,0,1,0,0.007554871030151844
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,7.62823037803173e-05
0,0,13,0,1,1000,1,0,0,0,0,0,0,0,1,0,0,0.001389136305078864
