primary key_x,foreign key_x,size_x,primary key_y,foreign key_y,size_y,YYYY_x,array_x,boolean_x,integer_x,string_x,array_y,boolean_y,float_y,integer_y,string_y,timestamp_y,outputscore
0,0,13,0,1,20,1,0,0,0,0,0,0,0,1,0,0,0.04132409766316414
0,0,13,0,1,200,1,0,0,0,0,0,0,0,1,0,0,0.020690232515335083
0,0,13,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0.0029600029811263084
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0.0008875722996890545
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,7.503596862079576e-05
0,0,13,1,0,650,1,0,0,0,0,0,0,0,1,0,0,1.6704418158042245e-05
0,0,13,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1.828030690376181e-05
0,0,13,1,0,6,1,0,0,0,0,0,0,0,1,0,0,0.0005233068368397653
0,0,13,0,1,1000,1,0,0,0,0,0,0,0,1,0,0,0.024420231580734253
0,0,13,0,1,2,1,0,0,0,0,0,0,0,1,0,0,5.7732857385417446e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,3.1605366530129686e-05
0,0,13,0,1,1000,1,0,0,0,0,0,0,0,1,0,0,0.02334459498524666
0,0,13,1,0,1000,1,0,0,0,0,0,0,0,1,0,0,0.026754751801490784
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0.00010390808893134817
0,0,13,0,0,40,1,0,0,0,0,0,0,0,0,1,0,0.0382523238658905
0,0,13,0,0,35,1,0,0,0,0,0,0,0,0,1,0,1.604437238711398e-05
0,0,13,0,1,600,1,0,0,0,0,0,0,0,1,0,0,4.5160206354921684e-05
0,0,13,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0.002035119105130434
0,0,13,0,0,60,1,0,0,0,0,0,0,0,1,0,0,2.6293671908206306e-05
0,0,13,0,0,35,1,0,0,0,0,0,0,0,0,1,0,1.7100252080126666e-05
0,0,13,0,0,11,1,0,0,0,0,0,0,0,0,1,0,1.6047171811806038e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,3.841541456495179e-06
0,0,13,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0.02431737445294857
0,0,13,0,0,30,1,0,0,0,0,0,0,0,0,1,0,0.0003597618197090924
0,0,13,0,1,610,1,0,0,0,0,0,0,0,1,0,0,4.430011540534906e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0.0001573699264554307
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0.0030440050177276134
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,3.943388946936466e-06
0,0,13,1,0,1000,1,0,0,0,0,0,0,0,1,0,0,0.03240707889199257
0,0,13,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0.05429614335298538
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0.0016149099683389068
0,0,13,0,0,25,1,0,0,0,0,0,0,0,0,1,0,2.126346225850284e-05
0,0,13,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0.005864262115210295
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,2.533286351535935e-05
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,2.29646193474764e-05
