primary key_x,foreign key_x,size_x,primary key_y,foreign key_y,size_y,YYYY_x,array_x,boolean_x,integer_x,string_x,array_y,boolean_y,float_y,integer_y,string_y,timestamp_y,outputscore
0,0,13,0,1,20,1,0,0,0,0,0,0,0,1,0,0,0.046007853001356125
0,0,13,0,1,200,1,0,0,0,0,0,0,0,1,0,0,0.0422908253967762
0,0,13,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0.008605037815868855
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0.0015472096856683493
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,9.817547834245488e-05
0,0,13,1,0,650,1,0,0,0,0,0,0,0,1,0,0,0.00023534373030997813
0,0,13,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0.0001416781742591411
0,0,13,1,0,6,1,0,0,0,0,0,0,0,1,0,0,0.001215609023347497
0,0,13,0,1,1000,1,0,0,0,0,0,0,0,1,0,0,0.04207227751612663
0,0,13,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0.0005216380232013762
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0.0001647723256610334
0,0,13,0,1,1000,1,0,0,0,0,0,0,0,1,0,0,0.04929395392537117
0,0,13,1,0,1000,1,0,0,0,0,0,0,0,1,0,0,0.07967353612184525
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0.0001657578395679593
0,0,13,0,0,40,1,0,0,0,0,0,0,0,0,1,0,0.08279527723789215
0,0,13,0,0,35,1,0,0,0,0,0,0,0,0,1,0,0.00015092187095433474
0,0,13,0,1,600,1,0,0,0,0,0,0,0,1,0,0,0.0004380470491014421
0,0,13,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0.0022146799601614475
0,0,13,0,0,60,1,0,0,0,0,0,0,0,1,0,0,0.00016844511264935136
0,0,13,0,0,35,1,0,0,0,0,0,0,0,0,1,0,0.0001502551749581471
0,0,13,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0.000162185839144513
0,0,13,0,0,13,1,0,0,0,0,0,0,0,0,0,1,2.536552528908942e-05
0,0,13,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0.029413683339953423
