,size1,size2,date_x,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
0,6,3,0,0,1,0,0,0,1,0,0.42141321301460266
1,6,7,0,0,1,0,0,0,1,0,0.33733078837394714
2,6,10,0,0,1,0,0,0,1,0,0.371206134557724
3,6,4,0,0,1,0,1,0,0,0,0.39676129817962646
4,6,6,0,0,1,0,0,0,1,0,0.39082813262939453
5,6,8,0,0,1,0,0,0,0,1,0.3978765308856964
6,6,20,0,0,1,0,0,0,1,0,0.41788628697395325
7,2,15,1,0,0,0,0,0,1,0,0.39532721042633057
8,2,4,1,0,0,0,0,0,1,0,0.3737235963344574
9,2,4,1,0,0,0,0,0,1,0,0.3495914041996002
10,2,5,1,0,0,0,0,0,1,0,0.3884164094924927
11,2,5,1,0,0,0,0,0,1,0,0.36613115668296814
12,2,3,1,0,0,0,1,0,0,0,0.395029217004776
13,2,2,1,0,0,0,0,0,1,0,0.394900381565094
14,2,40,1,0,0,0,0,0,1,0,0.3922375738620758
15,2,3,1,0,0,0,0,1,0,0,0.3884277641773224
16,2,3,1,0,0,0,0,1,0,0,0.3618682622909546
17,2,41,1,0,0,0,0,1,0,0,0.3920157551765442
18,2,41,1,0,0,0,0,1,0,0,0.36587369441986084
19,2,15,1,0,0,0,0,0,1,0,0.3753644526004791
20,2,45,1,0,0,0,0,1,0,0,0.3909516930580139
21,2,45,1,0,0,0,0,1,0,0,0.3660167157649994
22,2,3,1,0,0,0,0,0,1,0,0.38328635692596436
23,2,3,1,0,0,0,0,0,1,0,0.3914703130722046
24,2,1,1,0,0,0,0,0,1,0,0.3903105556964874
25,2,8,1,0,0,0,0,0,0,1,0.39483174681663513
26,2,20,1,0,0,0,0,0,1,0,0.41703444719314575
27,2,6,1,0,0,0,0,0,1,0,0.4135911166667938
28,2,60,1,0,0,0,0,1,0,0,0.4078938961029053
29,2,4,1,0,0,0,0,1,0,0,0.44791290163993835
30,2,3,1,0,0,0,1,0,0,0,0.45139241218566895
31,2,20,1,0,0,0,0,0,1,0,0.4101257622241974
32,2,5,1,0,0,0,0,0,1,0,0.4386651813983917
33,2,5,1,0,0,0,0,0,1,0,0.40493282675743103
34,2,7,1,0,0,0,0,0,1,0,0.44448789954185486
35,2,3,1,0,0,0,0,0,1,0,0.44404783844947815
36,2,8,1,0,0,0,0,0,0,1,0.44884824752807617
37,2,3,1,0,0,0,0,0,1,0,0.44070446491241455
38,2,20,1,0,0,0,0,0,1,0,0.4773760139942169
39,150,8,0,0,1,0,0,0,1,0,0.43911483883857727
40,150,300,0,0,1,0,0,0,1,0,0.4658951461315155
41,150,150,0,0,1,0,0,0,1,0,0.45191410183906555
42,150,40,0,0,1,0,0,0,1,0,0.49391117691993713
43,8,15,0,0,0,1,0,0,1,0,0.38973841071128845
44,8,4,0,0,0,1,0,0,1,0,0.36709949374198914
45,8,4,0,0,0,1,0,0,1,0,0.34253984689712524
46,8,5,0,0,0,1,0,0,1,0,0.3775576055049896
47,8,5,0,0,0,1,0,0,1,0,0.3555468022823334
48,8,3,0,0,0,1,1,0,0,0,0.385319322347641
49,8,2,0,0,0,1,0,0,1,0,0.38930782675743103
50,8,40,0,0,0,1,0,0,1,0,0.3882293701171875
51,8,3,0,0,0,1,0,1,0,0,0.37964779138565063
52,8,3,0,0,0,1,0,1,0,0,0.35242214798927307
53,8,41,0,0,0,1,0,1,0,0,0.3844354450702667
54,8,41,0,0,0,1,0,1,0,0,0.35761600732803345
55,8,15,0,0,0,1,0,0,1,0,0.36549800634384155
