,size1,size2,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
0,52,5,1,0,0,0,0,1,0,0.4658743143081665
1,52,60,1,0,0,0,0,1,0,0.41297173500061035
2,52,8,1,0,0,0,0,0,1,0.4307175576686859
3,52,15,1,0,0,0,0,1,0,0.3010188043117523
4,52,8,1,0,0,0,0,1,0,0.3901333510875702
5,70,8,0,1,0,0,0,1,0,0.6447046995162964
6,70,25,0,1,0,0,0,1,0,0.6611790060997009
7,70,40,0,1,0,0,0,1,0,0.4299001097679138
8,70,15,0,1,0,0,0,1,0,0.44585102796554565
9,70,2,0,1,0,0,1,0,0,0.6612024307250977
10,70,60,0,1,0,0,0,1,0,0.7423936128616333
11,30,15,0,1,0,0,0,1,0,0.32938921451568604
12,30,4,0,1,0,0,0,1,0,0.28696930408477783
13,30,4,0,1,0,0,0,1,0,0.261405348777771
14,30,5,0,1,0,0,0,1,0,0.3298282027244568
15,30,5,0,1,0,0,0,1,0,0.2920866906642914
16,30,3,0,1,0,1,0,0,0,0.3371039032936096
17,30,2,0,1,0,0,0,1,0,0.3367750346660614
18,30,40,0,1,0,0,0,1,0,0.3312695324420929
19,30,3,0,1,0,0,1,0,0,0.33673202991485596
20,30,3,0,1,0,0,1,0,0,0.29229843616485596
21,30,41,0,1,0,0,1,0,0,0.3091783821582794
22,30,41,0,1,0,0,1,0,0,0.2734946310520172
23,30,15,0,1,0,0,0,1,0,0.29081258177757263
24,30,45,0,1,0,0,1,0,0,0.3314979374408722
25,30,45,0,1,0,0,1,0,0,0.29229551553726196
26,30,3,0,1,0,0,0,1,0,0.32821711897850037
27,30,3,0,1,0,0,0,1,0,0.32494404911994934
28,30,1,0,1,0,0,0,1,0,0.3180787265300751
29,30,8,0,1,0,0,0,0,1,0.34368571639060974
30,30,20,0,1,0,0,0,1,0,0.4590042233467102
31,30,6,0,1,0,0,0,1,0,0.3633505702018738
32,30,60,0,1,0,0,1,0,0,0.39102593064308167
33,30,4,0,1,0,0,1,0,0,0.4514378011226654
34,30,3,0,1,0,1,0,0,0,0.46400517225265503
35,30,20,0,1,0,0,0,1,0,0.34814774990081787
36,30,5,0,1,0,0,0,1,0,0.4451553225517273
37,30,5,0,1,0,0,0,1,0,0.3839740753173828
38,30,7,0,1,0,0,0,1,0,0.45660457015037537
39,30,3,0,1,0,0,0,1,0,0.439113050699234
40,30,8,0,1,0,0,0,0,1,0.4740040600299835
41,30,3,0,1,0,0,0,1,0,0.44387948513031006
42,30,20,0,1,0,0,0,1,0,0.598516583442688
43,60,3,0,1,0,0,0,1,0,0.38214239478111267
44,60,4,0,1,0,0,0,1,0,0.3958265483379364
45,60,4,0,1,0,0,1,0,0,0.46223312616348267
46,60,4000,0,1,0,0,0,1,0,0.47445112466812134
47,60,2,0,1,0,0,1,0,0,0.4693737328052521
48,60,50,0,1,0,0,0,1,0,0.5069604516029358
49,60,150,0,1,0,0,0,1,0,0.4685005843639374
50,60,8,0,1,0,0,0,1,0,0.45985937118530273
51,60,300,0,1,0,0,0,1,0,0.5198867917060852
52,60,150,0,1,0,0,0,1,0,0.4902728497982025
53,60,40,0,1,0,0,0,1,0,0.671118974685669
54,8,3,0,1,0,0,0,1,0,0.3804174065589905
55,8,7,0,1,0,0,0,1,0,0.22503778338432312
56,8,10,0,1,0,0,0,1,0,0.26408469676971436
57,8,4,0,1,0,1,0,0,0,0.3333892226219177
58,8,6,0,1,0,0,0,1,0,0.32981908321380615
59,8,8,0,1,0,0,0,0,1,0.3395331799983978
60,8,20,0,1,0,0,0,1,0,0.4042684733867645
61,4000,8,0,1,0,0,0,1,0,0.5193435549736023
62,4000,300,0,1,0,0,0,1,0,0.5891136527061462
63,4000,150,0,1,0,0,0,1,0,0.5725487470626831
64,4000,40,0,1,0,0,0,1,0,0.7247509360313416
65,5,15,0,1,0,0,0,1,0,0.29906439781188965
66,5,4,0,1,0,0,0,1,0,0.26732394099235535
67,5,4,0,1,0,0,0,1,0,0.2384241223335266
68,5,5,0,1,0,0,0,1,0,0.31181755661964417
69,5,5,0,1,0,0,0,1,0,0.27331918478012085
70,5,3,0,1,0,1,0,0,0,0.31338369846343994
71,5,2,0,1,0,0,0,1,0,0.3105320930480957
72,5,40,0,1,0,0,0,1,0,0.3069586455821991
73,5,3,0,1,0,0,1,0,0,0.31342363357543945
74,5,3,0,1,0,0,1,0,0,0.2694452106952667
