,size1,size2,date_x,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
0,3,3,0,0,1,0,0,0,1,0,0.4279358983039856
1,3,4,0,0,1,0,1,0,0,0,0.5322276949882507
2,3,15,0,0,1,0,0,0,1,0,0.45165133476257324
3,3,12,0,0,1,0,0,0,1,0,0.5259091854095459
4,3,8,0,0,1,0,0,0,0,1,0.5273717641830444
5,7,3,0,0,1,0,0,0,1,0,0.4031694829463959
6,7,4,0,0,1,0,1,0,0,0,0.496473103761673
7,7,15,0,0,1,0,0,0,1,0,0.43415626883506775
8,7,12,0,0,1,0,0,0,1,0,0.4870452582836151
9,7,8,0,0,1,0,0,0,0,1,0.49200403690338135
10,20,3,0,0,1,0,0,0,1,0,0.44330352544784546
11,20,4,0,0,1,0,1,0,0,0,0.5496435761451721
12,20,15,0,0,1,0,0,0,1,0,0.46999478340148926
13,20,12,0,0,1,0,0,0,1,0,0.5451995134353638
14,20,8,0,0,1,0,0,0,0,1,0.5470120906829834
15,50,3,0,0,1,0,0,0,1,0,0.4213269054889679
16,50,7,0,0,1,0,0,0,1,0,0.3316958546638489
17,50,10,0,0,1,0,0,0,1,0,0.3675026595592499
18,50,4,0,0,1,0,1,0,0,0,0.39158356189727783
19,50,6,0,0,1,0,0,0,1,0,0.38839879631996155
20,50,8,0,0,1,0,0,0,0,1,0.3959583044052124
21,50,20,0,0,1,0,0,0,1,0,0.4166535437107086
22,15,3,0,0,1,0,0,0,1,0,0.40225526690483093
23,15,7,0,0,1,0,0,0,1,0,0.33608368039131165
24,15,10,0,0,1,0,0,0,1,0,0.376005083322525
25,15,4,0,0,1,0,1,0,0,0,0.38884401321411133
26,15,6,0,0,1,0,0,0,1,0,0.3848412036895752
27,15,8,0,0,1,0,0,0,0,1,0.39138394594192505
28,15,20,0,0,1,0,0,0,1,0,0.40449538826942444
29,4,3,1,0,0,0,0,0,1,0,0.4238864779472351
30,4,7,1,0,0,0,0,0,1,0,0.33424755930900574
31,4,10,1,0,0,0,0,0,1,0,0.3654167056083679
32,4,4,1,0,0,0,1,0,0,0,0.39366284012794495
33,4,6,1,0,0,0,0,0,1,0,0.38921138644218445
34,4,8,1,0,0,0,0,0,0,1,0.3974083364009857
35,4,20,1,0,0,0,0,0,1,0,0.4171238839626312
36,1,3,0,0,1,0,0,0,1,0,0.41185882687568665
37,1,7,0,0,1,0,0,0,1,0,0.3227209448814392
38,1,10,0,0,1,0,0,0,1,0,0.3650778532028198
39,1,4,0,0,1,0,1,0,0,0,0.38522958755493164
40,1,6,0,0,1,0,0,0,1,0,0.3768393397331238
41,1,8,0,0,1,0,0,0,0,1,0.3869186341762543
42,1,20,0,0,1,0,0,0,1,0,0.403650164604187
43,8,3,0,0,0,1,0,0,1,0,0.42502352595329285
44,8,7,0,0,0,1,0,0,1,0,0.33630889654159546
45,8,10,0,0,0,1,0,0,1,0,0.36221131682395935
46,8,4,0,0,0,1,1,0,0,0,0.39248088002204895
47,8,6,0,0,0,1,0,0,1,0,0.3870601952075958
48,8,8,0,0,0,1,0,0,0,1,0.39680978655815125
49,8,20,0,0,0,1,0,0,1,0,0.4174720346927643
50,36,3,0,1,0,0,0,0,1,0,0.41848546266555786
51,36,7,0,1,0,0,0,0,1,0,0.3321438133716583
52,36,10,0,1,0,0,0,0,1,0,0.36592426896095276
53,36,4,0,1,0,0,1,0,0,0,0.3920106887817383
54,36,6,0,1,0,0,0,0,1,0,0.38777482509613037
55,36,8,0,1,0,0,0,0,0,1,0.39517349004745483
56,36,20,0,1,0,0,0,0,1,0,0.4139067530632019
57,7,3,0,0,1,0,0,0,1,0,0.38353031873703003
58,7,4,0,0,1,0,1,0,0,0,0.47596216201782227
59,7,15,0,0,1,0,0,0,1,0,0.4079657196998596
60,7,12,0,0,1,0,0,0,1,0,0.4694605767726898
61,7,8,0,0,1,0,0,0,0,1,0.47129902243614197
62,3,3,0,0,1,0,0,0,1,0,0.4109005331993103
63,3,4,0,0,1,0,1,0,0,0,0.5037909150123596
64,3,15,0,0,1,0,0,0,1,0,0.43995851278305054
65,3,12,0,0,1,0,0,0,1,0,0.4919096529483795
66,3,8,0,0,1,0,0,0,0,1,0.5012509822845459
67,30,3,0,0,1,0,0,0,1,0,0.41714921593666077
68,30,4,0,0,1,0,1,0,0,0,0.5136673450469971
69,30,15,0,0,1,0,0,0,1,0,0.44127315282821655
70,30,12,0,0,1,0,0,0,1,0,0.5010725855827332
71,30,8,0,0,1,0,0,0,0,1,0.5099115371704102
72,40,3,0,0,1,0,0,0,1,0,0.4070356488227844
73,40,4,0,0,1,0,1,0,0,0,0.47590628266334534
74,40,15,0,0,1,0,0,0,1,0,0.4912918508052826
75,40,12,0,0,1,0,0,0,1,0,0.4687782824039459
76,40,8,0,0,1,0,0,0,0,1,0.4742482900619507
77,45,3,0,1,0,0,0,0,1,0,0.3790610730648041
78,45,4,0,1,0,0,1,0,0,0,0.47383183240890503
79,45,15,0,1,0,0,0,0,1,0,0.40664148330688477
80,45,12,0,1,0,0,0,0,1,0,0.4641849398612976
81,45,8,0,1,0,0,0,0,0,1,0.4688577353954315
82,45,3,0,1,0,0,0,0,1,0,0.36537688970565796
83,45,4,0,1,0,0,1,0,0,0,0.45591500401496887
84,45,15,0,1,0,0,0,0,1,0,0.3966258466243744
85,45,12,0,1,0,0,0,0,1,0,0.44604694843292236
86,45,8,0,1,0,0,0,0,0,1,0.4500763416290283
