,size1,size2,date_x,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
0,6,3,0,0,1,0,0,0,1,0,0.3610813319683075
1,6,7,0,0,1,0,0,0,1,0,0.20665335655212402
2,6,10,0,0,1,0,0,0,1,0,0.26901039481163025
3,6,4,0,0,1,0,1,0,0,0,0.3048509657382965
4,6,6,0,0,1,0,0,0,1,0,0.29529857635498047
5,6,8,0,0,1,0,0,0,0,1,0.31368449330329895
6,6,20,0,0,1,0,0,0,1,0,0.4019685685634613
7,2,15,1,0,0,0,0,0,1,0,0.3197247087955475
8,2,4,1,0,0,0,0,0,1,0,0.2811447083950043
9,2,4,1,0,0,0,0,0,1,0,0.2503662705421448
10,2,5,1,0,0,0,0,0,1,0,0.3262341320514679
11,2,5,1,0,0,0,0,0,1,0,0.2798698842525482
12,2,3,1,0,0,0,1,0,0,0,0.33268973231315613
13,2,2,1,0,0,0,0,0,1,0,0.3208649754524231
14,2,40,1,0,0,0,0,0,1,0,0.3175680935382843
15,2,3,1,0,0,0,0,1,0,0,0.3243755102157593
16,2,3,1,0,0,0,0,1,0,0,0.27718913555145264
17,2,41,1,0,0,0,0,1,0,0,0.30830124020576477
18,2,41,1,0,0,0,0,1,0,0,0.2659386098384857
19,2,15,1,0,0,0,0,0,1,0,0.28133201599121094
20,2,45,1,0,0,0,0,1,0,0,0.3109439015388489
21,2,45,1,0,0,0,0,1,0,0,0.2713097035884857
22,2,3,1,0,0,0,0,0,1,0,0.30267220735549927
23,2,3,1,0,0,0,0,0,1,0,0.31755495071411133
24,2,1,1,0,0,0,0,0,1,0,0.30355003476142883
25,2,8,1,0,0,0,0,0,0,1,0.3311299681663513
26,2,20,1,0,0,0,0,0,1,0,0.4326684772968292
27,2,6,1,0,0,0,0,0,1,0,0.3670167624950409
28,2,60,1,0,0,0,0,1,0,0,0.38660821318626404
29,2,4,1,0,0,0,0,1,0,0,0.4383420944213867
30,2,3,1,0,0,0,1,0,0,0,0.4620039761066437
31,2,20,1,0,0,0,0,0,1,0,0.3410487473011017
32,2,5,1,0,0,0,0,0,1,0,0.43188342452049255
33,2,5,1,0,0,0,0,0,1,0,0.36899563670158386
34,2,7,1,0,0,0,0,0,1,0,0.44988128542900085
35,2,3,1,0,0,0,0,0,1,0,0.43353137373924255
36,2,8,1,0,0,0,0,0,0,1,0.4617950916290283
37,2,3,1,0,0,0,0,0,1,0,0.4354570209980011
38,2,20,1,0,0,0,0,0,1,0,0.5827673673629761
39,150,8,0,0,1,0,0,0,1,0,0.498805433511734
40,150,300,0,0,1,0,0,0,1,0,0.5690357089042664
41,150,150,0,0,1,0,0,0,1,0,0.5633529424667358
42,150,40,0,0,1,0,0,0,1,0,0.6958460807800293
43,8,15,0,0,0,1,0,0,1,0,0.30350983142852783
44,8,4,0,0,0,1,0,0,1,0,0.27105262875556946
45,8,4,0,0,0,1,0,0,1,0,0.23947779834270477
46,8,5,0,0,0,1,0,0,1,0,0.3069026470184326
47,8,5,0,0,0,1,0,0,1,0,0.2679392099380493
48,8,3,0,0,0,1,1,0,0,0,0.31214243173599243
49,8,2,0,0,0,1,0,0,1,0,0.3126845955848694
50,8,40,0,0,0,1,0,0,1,0,0.30403971672058105
51,8,3,0,0,0,1,0,1,0,0,0.310607373714447
52,8,3,0,0,0,1,0,1,0,0,0.26492634415626526
53,8,41,0,0,0,1,0,1,0,0,0.2921033799648285
54,8,41,0,0,0,1,0,1,0,0,0.2500067353248596
55,8,15,0,0,0,1,0,0,1,0,0.2566052973270416
56,8,45,0,0,0,1,0,1,0,0,0.2983105778694153
57,8,45,0,0,0,1,0,1,0,0,0.2579178512096405
58,8,3,0,0,0,1,0,0,1,0,0.29232725501060486
59,8,3,0,0,0,1,0,0,1,0,0.30109110474586487
60,8,1,0,0,0,1,0,0,1,0,0.294225811958313
61,8,8,0,0,0,1,0,0,0,1,0.32519370317459106
62,8,20,0,0,0,1,0,0,1,0,0.4280264973640442
63,8,6,0,0,0,1,0,0,1,0,0.3548327386379242
64,8,60,0,0,0,1,0,1,0,0,0.37542659044265747
65,8,4,0,0,0,1,0,1,0,0,0.4367019534111023
66,8,3,0,0,0,1,1,0,0,0,0.45018184185028076
67,8,20,0,0,0,1,0,0,1,0,0.32127004861831665
68,8,5,0,0,0,1,0,0,1,0,0.4250434935092926
69,8,5,0,0,0,1,0,0,1,0,0.3633999824523926
70,8,7,0,0,0,1,0,0,1,0,0.44420161843299866
71,8,3,0,0,0,1,0,0,1,0,0.4256604313850403
72,8,8,0,0,0,1,0,0,0,1,0.45822080969810486
73,8,3,0,0,0,1,0,0,1,0,0.4275510907173157
74,8,20,0,0,0,1,0,0,1,0,0.584028422832489
75,7,8,0,0,1,0,0,0,1,0,0.4098021686077118
76,7,25,0,0,1,0,0,0,1,0,0.4302455186843872
77,7,40,0,0,1,0,0,0,1,0,0.26482608914375305
78,7,15,0,0,1,0,0,0,1,0,0.27181345224380493
79,7,2,0,0,1,0,0,1,0,0,0.4453873336315155
80,7,60,0,0,1,0,0,0,1,0,0.5417255759239197
81,3,3,0,1,0,0,0,0,1,0,0.33386659622192383
82,3,4,0,1,0,0,1,0,0,0,0.5582938194274902
83,3,15,0,1,0,0,0,0,1,0,0.3928018808364868
84,3,12,0,1,0,0,0,0,1,0,0.538037121295929
85,3,8,0,1,0,0,0,0,0,1,0.566965639591217
86,20,3,0,0,1,0,0,0,1,0,0.32275256514549255
87,20,4,0,0,1,0,1,0,0,0,0.5439913868904114
88,20,15,0,0,1,0,0,0,1,0,0.3777671456336975
89,20,12,0,0,1,0,0,0,1,0,0.5343418717384338
90,20,8,0,0,1,0,0,0,0,1,0.56538987159729
91,35,3,0,1,0,0,0,0,1,0,0.20326359570026398
92,35,4,0,1,0,0,1,0,0,0,0.3498518466949463
93,35,15,0,1,0,0,0,0,1,0,0.23426011204719543
94,35,12,0,1,0,0,0,0,1,0,0.33697307109832764
95,35,8,0,1,0,0,0,0,0,1,0.35714685916900635
96,500,3,0,1,0,0,0,0,1,0,0.39202311635017395
97,500,4,0,1,0,0,1,0,0,0,0.6264817118644714
98,500,15,0,1,0,0,0,0,1,0,0.42716217041015625
99,500,12,0,1,0,0,0,0,1,0,0.609136164188385
100,500,8,0,1,0,0,0,0,0,1,0.6361969113349915
101,1,3,0,0,1,0,0,0,1,0,0.2930396497249603
102,1,4,0,0,1,0,1,0,0,0,0.4970390498638153
103,1,15,0,0,1,0,0,0,1,0,0.378945916891098
104,1,12,0,0,1,0,0,0,1,0,0.47587478160858154
105,1,8,0,0,1,0,0,0,0,1,0.5097866058349609
106,41,3,0,1,0,0,0,0,1,0,0.3218746483325958
107,41,4,0,1,0,0,1,0,0,0,0.546459436416626
108,41,15,0,1,0,0,0,0,1,0,0.4298252463340759
109,41,12,0,1,0,0,0,0,1,0,0.5298594236373901
110,41,8,0,1,0,0,0,0,0,1,0.5547719597816467
111,45,3,0,1,0,0,0,0,1,0,0.2098083645105362
112,45,4,0,1,0,0,1,0,0,0,0.37454989552497864
113,45,15,0,1,0,0,0,0,1,0,0.2615601718425751
114,45,12,0,1,0,0,0,0,1,0,0.36446449160575867
115,45,8,0,1,0,0,0,0,0,1,0.38800498843193054
