,size1,size2,date_x,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
0,3,3,0,0,1,0,0,0,1,0,0.1406039595603943
1,3,4,0,0,1,0,1,0,0,0,0.5672032237052917
2,3,15,0,0,1,0,0,0,1,0,0.18520678579807281
3,3,12,0,0,1,0,0,0,1,0,0.5307310223579407
4,3,8,0,0,1,0,0,0,0,1,0.5889798998832703
5,7,3,0,0,1,0,0,0,1,0,0.05030684545636177
6,7,4,0,0,1,0,1,0,0,0,0.20855167508125305
7,7,15,0,0,1,0,0,0,1,0,0.1209864541888237
8,7,12,0,0,1,0,0,0,1,0,0.20139744877815247
9,7,8,0,0,1,0,0,0,0,1,0.23297028243541718
10,20,3,0,0,1,0,0,0,1,0,0.1679360419511795
11,20,4,0,0,1,0,1,0,0,0,0.6262237429618835
12,20,15,0,0,1,0,0,0,1,0,0.20814384520053864
13,20,12,0,0,1,0,0,0,1,0,0.5894039273262024
14,20,8,0,0,1,0,0,0,0,1,0.6499857306480408
15,50,3,0,0,1,0,0,0,1,0,0.1258409172296524
16,50,7,0,0,1,0,0,0,1,0,0.027594327926635742
17,50,10,0,0,1,0,0,0,1,0,0.04797232151031494
18,50,4,0,0,1,0,1,0,0,0,0.06593086570501328
19,50,6,0,0,1,0,0,0,1,0,0.07026287168264389
20,50,8,0,0,1,0,0,0,0,1,0.07250965386629105
21,50,20,0,0,1,0,0,0,1,0,0.1583928018808365
22,15,3,0,0,1,0,0,0,1,0,0.10918296873569489
23,15,7,0,0,1,0,0,0,1,0,0.03675144165754318
24,15,10,0,0,1,0,0,0,1,0,0.06461748480796814
25,15,4,0,0,1,0,1,0,0,0,0.06970853358507156
26,15,6,0,0,1,0,0,0,1,0,0.07678690552711487
27,15,8,0,0,1,0,0,0,0,1,0.07524220645427704
28,15,20,0,0,1,0,0,0,1,0,0.13541272282600403
29,4,3,1,0,0,0,0,0,1,0,0.1269696205854416
30,4,7,1,0,0,0,0,0,1,0,0.027626294642686844
31,4,10,1,0,0,0,0,0,1,0,0.04592423886060715
32,4,4,1,0,0,0,1,0,0,0,0.07206548005342484
33,4,6,1,0,0,0,0,0,1,0,0.07427159696817398
34,4,8,1,0,0,0,0,0,0,1,0.08211489021778107
35,4,20,1,0,0,0,0,0,1,0,0.1430453509092331
36,1,3,0,0,1,0,0,0,1,0,0.09766063839197159
37,1,7,0,0,1,0,0,0,1,0,0.025399744510650635
38,1,10,0,0,1,0,0,0,1,0,0.04820745438337326
39,1,4,0,0,1,0,1,0,0,0,0.05905555561184883
40,1,6,0,0,1,0,0,0,1,0,0.05664995312690735
41,1,8,0,0,1,0,0,0,0,1,0.06454140692949295
42,1,20,0,0,1,0,0,0,1,0,0.1173536479473114
43,8,3,0,0,0,1,0,0,1,0,0.14058279991149902
44,8,7,0,0,0,1,0,0,1,0,0.028194071725010872
45,8,10,0,0,0,1,0,0,1,0,0.04348873347043991
46,8,4,0,0,0,1,1,0,0,0,0.07716456055641174
47,8,6,0,0,0,1,0,0,1,0,0.08105866611003876
48,8,8,0,0,0,1,0,0,0,1,0.08883596211671829
49,8,20,0,0,0,1,0,0,1,0,0.1452874392271042
50,36,3,0,1,0,0,0,0,1,0,0.12038543075323105
51,36,7,0,1,0,0,0,0,1,0,0.03188260644674301
52,36,10,0,1,0,0,0,0,1,0,0.058438390493392944
53,36,4,0,1,0,0,1,0,0,0,0.06846186518669128
54,36,6,0,1,0,0,0,0,1,0,0.07298807799816132
55,36,8,0,1,0,0,0,0,0,1,0.07572034001350403
56,36,20,0,1,0,0,0,0,1,0,0.1450570970773697
57,7,3,0,0,1,0,0,0,1,0,0.056306567043066025
58,7,4,0,0,1,0,1,0,0,0,0.28044208884239197
59,7,15,0,0,1,0,0,0,1,0,0.10931963473558426
60,7,12,0,0,1,0,0,0,1,0,0.2468237578868866
61,7,8,0,0,1,0,0,0,0,1,0.30402374267578125
62,3,3,0,0,1,0,0,0,1,0,0.10642135143280029
63,3,4,0,0,1,0,1,0,0,0,0.4671053886413574
64,3,15,0,0,1,0,0,0,1,0,0.1946488320827484
65,3,12,0,0,1,0,0,0,1,0,0.41377583146095276
66,3,8,0,0,1,0,0,0,0,1,0.4959573745727539
67,30,3,0,0,1,0,0,0,1,0,0.10765320062637329
68,30,4,0,0,1,0,1,0,0,0,0.4891666769981384
69,30,15,0,0,1,0,0,0,1,0,0.18207553029060364
70,30,12,0,0,1,0,0,0,1,0,0.4356236159801483
71,30,8,0,0,1,0,0,0,0,1,0.5145698189735413
72,40,3,0,0,1,0,0,0,1,0,0.05077081918716431
73,40,4,0,0,1,0,1,0,0,0,0.19286280870437622
74,40,15,0,0,1,0,0,0,1,0,0.670933187007904
75,40,12,0,0,1,0,0,0,1,0,0.1897606998682022
76,40,8,0,0,1,0,0,0,0,1,0.21450211107730865
77,45,3,0,1,0,0,0,0,1,0,0.05410023406147957
78,45,4,0,1,0,0,1,0,0,0,0.3032797873020172
79,45,15,0,1,0,0,0,0,1,0,0.10499241203069687
80,45,12,0,1,0,0,0,0,1,0,0.2598491907119751
81,45,8,0,1,0,0,0,0,0,1,0.3202883303165436
82,45,3,0,1,0,0,0,0,1,0,0.032101865857839584
83,45,4,0,1,0,0,1,0,0,0,0.15007537603378296
84,45,15,0,1,0,0,0,0,1,0,0.07540655136108398
85,45,12,0,1,0,0,0,0,1,0,0.1271328181028366
86,45,8,0,1,0,0,0,0,0,1,0.15831084549427032
87,35,3,0,1,0,0,0,0,1,0,0.0644574761390686
88,35,4,0,1,0,0,1,0,0,0,0.3554438054561615
89,35,15,0,1,0,0,0,0,1,0,0.13531441986560822
90,35,12,0,1,0,0,0,0,1,0,0.308719664812088
91,35,8,0,1,0,0,0,0,0,1,0.3747865855693817
92,20,3,0,0,1,0,0,0,1,0,0.06251402199268341
93,20,4,0,0,1,0,1,0,0,0,0.34284698963165283
94,20,15,0,0,1,0,0,0,1,0,0.10330253839492798
