,size1,size2,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
0,52,5,1,0,0,0,0,1,0,0.4122198820114136
1,52,60,1,0,0,0,0,1,0,0.4129239022731781
2,52,8,1,0,0,0,0,0,1,0.4004175364971161
3,52,15,1,0,0,0,0,1,0,0.4067375063896179
4,52,8,1,0,0,0,0,1,0,0.3996140658855438
5,70,8,0,1,0,0,0,1,0,0.5184492468833923
6,70,25,0,1,0,0,0,1,0,0.5220409631729126
7,70,40,0,1,0,0,0,1,0,0.4663092792034149
8,70,15,0,1,0,0,0,1,0,0.48387277126312256
9,70,2,0,1,0,0,1,0,0,0.512411892414093
10,70,60,0,1,0,0,0,1,0,0.5309532880783081
11,30,15,0,1,0,0,0,1,0,0.429993212223053
12,30,4,0,1,0,0,0,1,0,0.43211624026298523
13,30,4,0,1,0,0,0,1,0,0.4143817126750946
14,30,5,0,1,0,0,0,1,0,0.4376443326473236
15,30,5,0,1,0,0,0,1,0,0.42061182856559753
16,30,3,0,1,0,1,0,0,0,0.43186041712760925
17,30,2,0,1,0,0,0,1,0,0.43496495485305786
18,30,40,0,1,0,0,0,1,0,0.4247535169124603
19,30,3,0,1,0,0,1,0,0,0.43438178300857544
20,30,3,0,1,0,0,1,0,0,0.41428443789482117
21,30,41,0,1,0,0,1,0,0,0.43805018067359924
22,30,41,0,1,0,0,1,0,0,0.4169214069843292
23,30,15,0,1,0,0,0,1,0,0.4429524540901184
24,30,45,0,1,0,0,1,0,0,0.42761361598968506
25,30,45,0,1,0,0,1,0,0,0.41049566864967346
26,30,3,0,1,0,0,0,1,0,0.43919476866722107
27,30,3,0,1,0,0,0,1,0,0.43512436747550964
28,30,1,0,1,0,0,0,1,0,0.43309250473976135
29,30,8,0,1,0,0,0,0,1,0.4357624650001526
30,30,20,0,1,0,0,0,1,0,0.4640562832355499
31,30,6,0,1,0,0,0,1,0,0.42073407769203186
32,30,60,0,1,0,0,1,0,0,0.42860180139541626
