,size1,size2,date_x,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
0,6,3,0,0,1,0,0,0,1,0,0.40798768401145935
1,6,7,0,0,1,0,0,0,1,0,0.3476659655570984
2,6,10,0,0,1,0,0,0,1,0,0.40217098593711853
3,6,4,0,0,1,0,1,0,0,0,0.39137300848960876
4,6,6,0,0,1,0,0,0,1,0,0.39879101514816284
5,6,8,0,0,1,0,0,0,0,1,0.3952953815460205
6,6,20,0,0,1,0,0,0,1,0,0.41952741146087646
7,2,15,1,0,0,0,0,0,1,0,0.42814579606056213
8,2,4,1,0,0,0,0,0,1,0,0.4273633658885956
9,2,4,1,0,0,0,0,0,1,0,0.4083501100540161
10,2,5,1,0,0,0,0,0,1,0,0.43168216943740845
11,2,5,1,0,0,0,0,0,1,0,0.41443324089050293
12,2,3,1,0,0,0,1,0,0,0,0.43196165561676025
13,2,2,1,0,0,0,0,0,1,0,0.4302547872066498
14,2,40,1,0,0,0,0,0,1,0,0.41928762197494507
15,2,3,1,0,0,0,0,1,0,0,0.43359342217445374
16,2,3,1,0,0,0,0,1,0,0,0.41339167952537537
17,2,41,1,0,0,0,0,1,0,0,0.4325474798679352
18,2,41,1,0,0,0,0,1,0,0,0.41104525327682495
19,2,15,1,0,0,0,0,0,1,0,0.4328623116016388
20,2,45,1,0,0,0,0,1,0,0,0.4263608455657959
21,2,45,1,0,0,0,0,1,0,0,0.4074459969997406
22,2,3,1,0,0,0,0,0,1,0,0.43214866518974304
23,2,3,1,0,0,0,0,0,1,0,0.43123847246170044
24,2,1,1,0,0,0,0,0,1,0,0.4294745922088623
25,2,8,1,0,0,0,0,0,0,1,0.43375685811042786
26,2,20,1,0,0,0,0,0,1,0,0.4532313346862793
27,2,6,1,0,0,0,0,0,1,0,0.41900283098220825
28,2,60,1,0,0,0,0,1,0,0,0.4271667003631592
29,2,4,1,0,0,0,0,1,0,0,0.460043728351593
30,2,3,1,0,0,0,1,0,0,0,0.4597706198692322
31,2,20,1,0,0,0,0,0,1,0,0.45235389471054077
32,2,5,1,0,0,0,0,0,1,0,0.4532233774662018
33,2,5,1,0,0,0,0,0,1,0,0.43554890155792236
34,2,7,1,0,0,0,0,0,1,0,0.4618993401527405
35,2,3,1,0,0,0,0,0,1,0,0.45619863271713257
36,2,8,1,0,0,0,0,0,0,1,0.4615854322910309
37,2,3,1,0,0,0,0,0,1,0,0.455260306596756
38,2,20,1,0,0,0,0,0,1,0,0.48814600706100464
39,150,8,0,0,1,0,0,0,1,0,0.43190550804138184
40,150,300,0,0,1,0,0,0,1,0,0.4396612346172333
41,150,150,0,0,1,0,0,0,1,0,0.44216594099998474
42,150,40,0,0,1,0,0,0,1,0,0.4772844910621643
43,8,15,0,0,0,1,0,0,1,0,0.4245738685131073
44,8,4,0,0,0,1,0,0,1,0,0.42745441198349
45,8,4,0,0,0,1,0,0,1,0,0.40815094113349915
46,8,5,0,0,0,1,0,0,1,0,0.43146467208862305
47,8,5,0,0,0,1,0,0,1,0,0.4134780466556549
48,8,3,0,0,0,1,1,0,0,0,0.42815643548965454
49,8,2,0,0,0,1,0,0,1,0,0.4292967617511749
50,8,40,0,0,0,1,0,0,1,0,0.41681167483329773
51,8,3,0,0,0,1,0,1,0,0,0.4310537874698639
52,8,3,0,0,0,1,0,1,0,0,0.41027480363845825
53,8,41,0,0,0,1,0,1,0,0,0.43171343207359314
54,8,41,0,0,0,1,0,1,0,0,0.40992873907089233
55,8,15,0,0,0,1,0,0,1,0,0.43319520354270935
56,8,45,0,0,0,1,0,1,0,0,0.4241344928741455
57,8,45,0,0,0,1,0,1,0,0,0.40544983744621277
58,8,3,0,0,0,1,0,0,1,0,0.4304913580417633
59,8,3,0,0,0,1,0,0,1,0,0.4288770854473114
60,8,1,0,0,0,1,0,0,1,0,0.42716968059539795
61,8,8,0,0,0,1,0,0,0,1,0.43217161297798157
62,8,20,0,0,0,1,0,0,1,0,0.4549585282802582
63,8,6,0,0,0,1,0,0,1,0,0.41865089535713196
64,8,60,0,0,0,1,0,1,0,0,0.42542704939842224
65,8,4,0,0,0,1,0,1,0,0,0.4578556716442108
66,8,3,0,0,0,1,1,0,0,0,0.4560776948928833
67,8,20,0,0,0,1,0,0,1,0,0.4514583349227905
68,8,5,0,0,0,1,0,0,1,0,0.4503271281719208
69,8,5,0,0,0,1,0,0,1,0,0.43307480216026306
70,8,7,0,0,0,1,0,0,1,0,0.45899781584739685
71,8,3,0,0,0,1,0,0,1,0,0.4527263939380646
72,8,8,0,0,0,1,0,0,0,1,0.45886409282684326
73,8,3,0,0,0,1,0,0,1,0,0.45429369807243347
74,8,20,0,0,0,1,0,0,1,0,0.48996424674987793
75,7,8,0,0,1,0,0,0,1,0,0.4563574194908142
76,7,25,0,0,1,0,0,0,1,0,0.4627736806869507
77,7,40,0,0,1,0,0,0,1,0,0.42412301898002625
78,7,15,0,0,1,0,0,0,1,0,0.43882790207862854
79,7,2,0,0,1,0,0,1,0,0,0.4515765607357025
80,7,60,0,0,1,0,0,0,1,0,0.4768206477165222
81,3,3,0,1,0,0,0,0,1,0,0.4041648507118225
82,3,4,0,1,0,0,1,0,0,0,0.49086135625839233
83,3,15,0,1,0,0,0,0,1,0,0.4511338174343109
84,3,12,0,1,0,0,0,0,1,0,0.4888814687728882
85,3,8,0,1,0,0,0,0,0,1,0.4923023283481598
86,20,3,0,0,1,0,0,0,1,0,0.3994070589542389
87,20,4,0,0,1,0,1,0,0,0,0.4776623845100403
88,20,15,0,0,1,0,0,0,1,0,0.4523383677005768
89,20,12,0,0,1,0,0,0,1,0,0.47797107696533203
90,20,8,0,0,1,0,0,0,0,1,0.48139840364456177
91,35,3,0,1,0,0,0,0,1,0,0.3710366487503052
92,35,4,0,1,0,0,1,0,0,0,0.43760767579078674
93,35,15,0,1,0,0,0,0,1,0,0.4201969504356384
94,35,12,0,1,0,0,0,0,1,0,0.43549448251724243
95,35,8,0,1,0,0,0,0,0,1,0.43848463892936707
96,500,3,0,1,0,0,0,0,1,0,0.42242804169654846
97,500,4,0,1,0,0,1,0,0,0,0.500334620475769
98,500,15,0,1,0,0,0,0,1,0,0.46355897188186646
99,500,12,0,1,0,0,0,0,1,0,0.49485865235328674
100,500,8,0,1,0,0,0,0,0,1,0.5032961368560791
101,1,3,0,0,1,0,0,0,1,0,0.3961872458457947
102,1,4,0,0,1,0,1,0,0,0,0.4715188145637512
103,1,15,0,0,1,0,0,0,1,0,0.4514198899269104
104,1,12,0,0,1,0,0,0,1,0,0.47118499875068665
105,1,8,0,0,1,0,0,0,0,1,0.4741635024547577
106,41,3,0,1,0,0,0,0,1,0,0.3958362340927124
107,41,4,0,1,0,0,1,0,0,0,0.48008620738983154
108,41,15,0,1,0,0,0,0,1,0,0.4562239348888397
109,41,12,0,1,0,0,0,0,1,0,0.4798959195613861
110,41,8,0,1,0,0,0,0,0,1,0.4845210015773773
111,45,3,0,1,0,0,0,0,1,0,0.37448328733444214
112,45,4,0,1,0,0,1,0,0,0,0.44331246614456177
113,45,15,0,1,0,0,0,0,1,0,0.4348272383213043
