,size1,size2,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
0,52,5,1,0,0,0,0,1,0,0.3682410418987274
1,52,60,1,0,0,0,0,1,0,0.2762281000614166
2,52,8,1,0,0,0,0,0,1,0.21032500267028809
3,52,15,1,0,0,0,0,1,0,0.07406330853700638
4,52,8,1,0,0,0,0,1,0,0.2127123922109604
5,70,8,0,1,0,0,0,1,0,0.7752909660339355
6,70,25,0,1,0,0,0,1,0,0.7812290787696838
7,70,40,0,1,0,0,0,1,0,0.2804376482963562
8,70,15,0,1,0,0,0,1,0,0.3369363844394684
9,70,2,0,1,0,0,1,0,0,0.7353541851043701
10,70,60,0,1,0,0,0,1,0,0.8310980796813965
11,30,15,0,1,0,0,0,1,0,0.2696693241596222
12,30,4,0,1,0,0,0,1,0,0.34587302803993225
13,30,4,0,1,0,0,0,1,0,0.21023312211036682
14,30,5,0,1,0,0,0,1,0,0.2111607939004898
15,30,5,0,1,0,0,0,1,0,0.16205810010433197
16,30,3,0,1,0,1,0,0,0,0.22048641741275787
17,30,2,0,1,0,0,0,1,0,0.24785108864307404
18,30,40,0,1,0,0,0,1,0,0.23945271968841553
19,30,3,0,1,0,0,1,0,0,0.22088997066020966
20,30,3,0,1,0,0,1,0,0,0.14481724798679352
21,30,41,0,1,0,0,1,0,0,0.26935523748397827
22,30,41,0,1,0,0,1,0,0,0.17813150584697723
23,30,15,0,1,0,0,0,1,0,0.16971778869628906
24,30,45,0,1,0,0,1,0,0,0.2457076758146286
25,30,45,0,1,0,0,1,0,0,0.17126941680908203
26,30,3,0,1,0,0,0,1,0,0.27469852566719055
27,30,3,0,1,0,0,0,1,0,0.26187393069267273
28,30,1,0,1,0,0,0,1,0,0.22436383366584778
29,30,8,0,1,0,0,0,0,1,0.2564660608768463
30,30,20,0,1,0,0,0,1,0,0.47918570041656494
31,30,6,0,1,0,0,0,1,0,0.21814854443073273
32,30,60,0,1,0,0,1,0,0,0.2426808476448059
33,30,4,0,1,0,0,1,0,0,0.35927271842956543
34,30,3,0,1,0,1,0,0,0,0.37005770206451416
35,30,20,0,1,0,0,0,1,0,0.2216467708349228
36,30,5,0,1,0,0,0,1,0,0.3362594544887543
37,30,5,0,1,0,0,0,1,0,0.21882642805576324
38,30,7,0,1,0,0,0,1,0,0.46631109714508057
39,30,3,0,1,0,0,0,1,0,0.39355355501174927
40,30,8,0,1,0,0,0,0,1,0.4201030433177948
41,30,3,0,1,0,0,0,1,0,0.43102413415908813
42,30,20,0,1,0,0,0,1,0,0.6603389382362366
43,60,3,0,1,0,0,0,1,0,0.10039233416318893
44,60,4,0,1,0,0,0,1,0,0.09305810183286667
45,60,4,0,1,0,0,1,0,0,0.17823421955108643
46,60,4000,0,1,0,0,0,1,0,0.19625933468341827
47,60,2,0,1,0,0,1,0,0,0.2188236117362976
48,60,50,0,1,0,0,0,1,0,0.2550642788410187
49,60,150,0,1,0,0,0,1,0,0.18898256123065948
50,60,8,0,1,0,0,0,1,0,0.37638595700263977
51,60,300,0,1,0,0,0,1,0,0.5048485994338989
52,60,150,0,1,0,0,0,1,0,0.4532727897167206
53,60,40,0,1,0,0,0,1,0,0.7969569563865662
54,8,3,0,1,0,0,0,1,0,0.16763494908809662
55,8,7,0,1,0,0,0,1,0,0.03992080315947533
56,8,10,0,1,0,0,0,1,0,0.0625610426068306
57,8,4,0,1,0,1,0,0,0,0.10969249904155731
58,8,6,0,1,0,0,0,1,0,0.12984523177146912
59,8,8,0,1,0,0,0,0,1,0.12300211936235428
60,8,20,0,1,0,0,0,1,0,0.1892247051000595
61,4000,8,0,1,0,0,0,1,0,0.3713371753692627
62,4000,300,0,1,0,0,0,1,0,0.4492896497249603
63,4000,150,0,1,0,0,0,1,0,0.40384864807128906
64,4000,40,0,1,0,0,0,1,0,0.7209131717681885
65,5,15,0,1,0,0,0,1,0,0.28162261843681335
66,5,4,0,1,0,0,0,1,0,0.3388616144657135
67,5,4,0,1,0,0,0,1,0,0.19984707236289978
68,5,5,0,1,0,0,0,1,0,0.2167057991027832
69,5,5,0,1,0,0,0,1,0,0.1594315469264984
70,5,3,0,1,0,1,0,0,0,0.2283216267824173
71,5,2,0,1,0,0,0,1,0,0.25908157229423523
72,5,40,0,1,0,0,0,1,0,0.23454579710960388
73,5,3,0,1,0,0,1,0,0,0.2350802719593048
74,5,3,0,1,0,0,1,0,0,0.15460675954818726
75,5,41,0,1,0,0,1,0,0,0.2549275755882263
76,5,41,0,1,0,0,1,0,0,0.17041684687137604
77,5,15,0,1,0,0,0,1,0,0.14702476561069489
78,5,45,0,1,0,0,1,0,0,0.23783846199512482
79,5,45,0,1,0,0,1,0,0,0.16539299488067627
80,5,3,0,1,0,0,0,1,0,0.27613216638565063
81,5,3,0,1,0,0,0,1,0,0.27655601501464844
82,5,1,0,1,0,0,0,1,0,0.24402061104774475
83,5,8,0,1,0,0,0,0,1,0.2807539999485016
84,5,20,0,1,0,0,0,1,0,0.4232000410556793
85,5,6,0,1,0,0,0,1,0,0.19047199189662933
86,5,60,0,1,0,0,1,0,0,0.2239256054162979
87,5,4,0,1,0,0,1,0,0,0.3827999234199524
88,5,3,0,1,0,1,0,0,0,0.3807021677494049
89,5,20,0,1,0,0,0,1,0,0.19033211469650269
90,5,5,0,1,0,0,0,1,0,0.3355262577533722
91,5,5,0,1,0,0,0,1,0,0.22037634253501892
92,5,7,0,1,0,0,0,1,0,0.47573375701904297
93,5,3,0,1,0,0,0,1,0,0.39641085267066956
94,5,8,0,1,0,0,0,0,1,0.4347388744354248
95,5,3,0,1,0,0,0,1,0,0.39790549874305725
96,5,20,0,1,0,0,0,1,0,0.5913661122322083
97,8,3,0,0,1,0,0,1,0,0.09927836805582047
98,8,4,0,0,1,0,0,1,0,0.10380636900663376
99,8,4,0,0,1,0,1,0,0,0.21406491100788116
100,8,4000,0,0,1,0,0,1,0,0.2134367674589157
101,8,2,0,0,1,0,1,0,0,0.2297469526529312
102,8,50,0,0,1,0,0,1,0,0.254172682762146
103,8,150,0,0,1,0,0,1,0,0.21010054647922516
104,8,8,0,0,1,0,0,1,0,0.416748970746994
105,8,300,0,0,1,0,0,1,0,0.5112329721450806
106,8,150,0,0,1,0,0,1,0,0.498713880777359
107,8,40,0,0,1,0,0,1,0,0.7588621973991394
108,4,3,0,1,0,0,0,1,0,0.1065363958477974
109,4,4,0,1,0,1,0,0,0,0.4279138147830963
110,4,15,0,1,0,0,0,1,0,0.20468728244304657
111,4,12,0,1,0,0,0,1,0,0.381876140832901
112,4,8,0,1,0,0,0,0,1,0.46191129088401794
113,15,3,0,1,0,0,0,1,0,0.12474682182073593
114,15,4,0,1,0,1,0,0,0,0.5598034262657166
115,15,15,0,1,0,0,0,1,0,0.2112593948841095
116,15,12,0,1,0,0,0,1,0,0.539428174495697
117,15,8,0,1,0,0,0,0,1,0.5869452357292175
118,40,3,0,1,0,0,0,1,0,0.1198171004652977
119,40,7,0,1,0,0,0,1,0,0.026079026982188225
120,40,10,0,1,0,0,0,1,0,0.042878009378910065
121,40,4,0,1,0,1,0,0,0,0.061168327927589417
122,40,6,0,1,0,0,0,1,0,0.06951949745416641
123,40,8,0,1,0,0,0,0,1,0.0692608505487442
124,40,20,0,1,0,0,0,1,0,0.14260375499725342
125,70,8,0,1,0,0,0,1,0,0.5414903163909912
126,70,25,0,1,0,0,0,1,0,0.5656346678733826
127,70,40,0,1,0,0,0,1,0,0.1648590862751007
128,70,15,0,1,0,0,0,1,0,0.2105443924665451
129,70,2,0,1,0,0,1,0,0,0.5707498788833618
130,70,60,0,1,0,0,0,1,0,0.7122058272361755
