,size1,size2,date_x,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
0,3,3,0,0,1,0,0,0,1,0,0.028363576158881187
1,3,4,0,0,1,0,1,0,0,0,0.5129608511924744
2,3,15,0,0,1,0,0,0,1,0,0.0057320864871144295
3,3,12,0,0,1,0,0,0,1,0,0.5739197731018066
4,3,8,0,0,1,0,0,0,0,1,0.5636258721351624
5,7,3,0,0,1,0,0,0,1,0,0.002541580004617572
6,7,4,0,0,1,0,1,0,0,0,0.020470721647143364
7,7,15,0,0,1,0,0,0,1,0,0.003577966010197997
8,7,12,0,0,1,0,0,0,1,0,0.019102251157164574
9,7,8,0,0,1,0,0,0,0,1,0.024780049920082092
10,20,3,0,0,1,0,0,0,1,0,0.03144587203860283
11,20,4,0,0,1,0,1,0,0,0,0.568586528301239
12,20,15,0,0,1,0,0,0,1,0,0.006261078640818596
13,20,12,0,0,1,0,0,0,1,0,0.5540587306022644
14,20,8,0,0,1,0,0,0,0,1,0.6147218942642212
15,50,3,0,0,1,0,0,0,1,0,0.021340027451515198
16,50,7,0,0,1,0,0,0,1,0,0.0017435894114896655
17,50,10,0,0,1,0,0,0,1,0,0.00154355529230088
18,50,4,0,0,1,0,1,0,0,0,0.006946228444576263
19,50,6,0,0,1,0,0,0,1,0,0.011115118861198425
20,50,8,0,0,1,0,0,0,0,1,0.010710787028074265
21,50,20,0,0,1,0,0,0,1,0,0.034717123955488205
22,15,3,0,0,1,0,0,0,1,0,0.01652499847114086
23,15,7,0,0,1,0,0,0,1,0,0.00326153333298862
24,15,10,0,0,1,0,0,0,1,0,0.0028915805742144585
25,15,4,0,0,1,0,1,0,0,0,0.007259821984916925
26,15,6,0,0,1,0,0,0,1,0,0.010911660268902779
27,15,8,0,0,1,0,0,0,0,1,0.008955856785178185
28,15,20,0,0,1,0,0,0,1,0,0.03869589790701866
29,4,3,1,0,0,0,0,0,1,0,0.02528895065188408
30,4,7,1,0,0,0,0,0,1,0,0.0016917306929826736
31,4,10,1,0,0,0,0,0,1,0,0.0011183950118720531
32,4,4,1,0,0,0,1,0,0,0,0.008206137455999851
33,4,6,1,0,0,0,0,0,1,0,0.009854261763393879
34,4,8,1,0,0,0,0,0,0,1,0.01201788242906332
35,4,20,1,0,0,0,0,0,1,0,0.0363757349550724
36,1,3,0,0,1,0,0,0,1,0,0.016863545402884483
37,1,7,0,0,1,0,0,0,1,0,0.0015145080396905541
38,1,10,0,0,1,0,0,0,1,0,0.001596673741005361
39,1,4,0,0,1,0,1,0,0,0,0.006183400750160217
40,1,6,0,0,1,0,0,0,1,0,0.010200673714280128
41,1,8,0,0,1,0,0,0,0,1,0.009052826091647148
42,1,20,0,0,1,0,0,0,1,0,0.025615567341446877
43,8,3,0,0,0,1,0,0,1,0,0.025848593562841415
44,8,7,0,0,0,1,0,0,1,0,0.0017742112977430224
45,8,10,0,0,0,1,0,0,1,0,0.0013972377637401223
46,8,4,0,0,0,1,1,0,0,0,0.008269380778074265
47,8,6,0,0,0,1,0,0,1,0,0.011074244044721127
48,8,8,0,0,0,1,0,0,0,1,0.012540385127067566
49,8,20,0,0,0,1,0,0,1,0,0.03936915844678879
50,36,3,0,1,0,0,0,0,1,0,0.01812809891998768
51,36,7,0,1,0,0,0,0,1,0,0.0016387337818741798
52,36,10,0,1,0,0,0,0,1,0,0.002029061783105135
53,36,4,0,1,0,0,1,0,0,0,0.007105781231075525
54,36,6,0,1,0,0,0,0,1,0,0.012589920312166214
55,36,8,0,1,0,0,0,0,0,1,0.009796910919249058
56,36,20,0,1,0,0,0,0,1,0,0.025717271491885185
57,7,3,0,0,1,0,0,0,1,0,0.006913496181368828
58,7,4,0,0,1,0,1,0,0,0,0.06209300830960274
59,7,15,0,0,1,0,0,0,1,0,0.006511542480438948
60,7,12,0,0,1,0,0,0,1,0,0.04726390168070793
61,7,8,0,0,1,0,0,0,0,1,0.08191439509391785
62,3,3,0,0,1,0,0,0,1,0,0.0257432721555233
63,3,4,0,0,1,0,1,0,0,0,0.24620045721530914
64,3,15,0,0,1,0,0,0,1,0,0.022749071940779686
65,3,12,0,0,1,0,0,0,1,0,0.14816080033779144
66,3,8,0,0,1,0,0,0,0,1,0.29718711972236633
67,30,3,0,0,1,0,0,0,1,0,0.024409715086221695
68,30,4,0,0,1,0,1,0,0,0,0.44021880626678467
69,30,15,0,0,1,0,0,0,1,0,0.010363412089645863
70,30,12,0,0,1,0,0,0,1,0,0.3078017830848694
71,30,8,0,0,1,0,0,0,0,1,0.5064209699630737
72,40,3,0,0,1,0,0,0,1,0,0.004082406871020794
73,40,4,0,0,1,0,1,0,0,0,0.0039830757305026054
74,40,15,0,0,1,0,0,0,1,0,0.8843460083007812
75,40,12,0,0,1,0,0,0,1,0,0.0035676276311278343
76,40,8,0,0,1,0,0,0,0,1,0.004793189931660891
77,45,3,0,1,0,0,0,0,1,0,0.01154522318392992
78,45,4,0,1,0,0,1,0,0,0,0.17614203691482544
79,45,15,0,1,0,0,0,0,1,0,0.0029266830533742905
80,45,12,0,1,0,0,0,0,1,0,0.15460948646068573
81,45,8,0,1,0,0,0,0,0,1,0.21597586572170258
82,45,3,0,1,0,0,0,0,1,0,0.00441057188436389
83,45,4,0,1,0,0,1,0,0,0,0.02405247837305069
84,45,15,0,1,0,0,0,0,1,0,0.0014322424540296197
85,45,12,0,1,0,0,0,0,1,0,0.018843282014131546
86,45,8,0,1,0,0,0,0,0,1,0.029487911611795425
87,35,3,0,1,0,0,0,0,1,0,0.012347057461738586
88,35,4,0,1,0,0,1,0,0,0,0.1904686987400055
89,35,15,0,1,0,0,0,0,1,0,0.004590332508087158
90,35,12,0,1,0,0,0,0,1,0,0.15532442927360535
91,35,8,0,1,0,0,0,0,0,1,0.22991278767585754
92,20,3,0,0,1,0,0,0,1,0,0.013173741288483143
93,20,4,0,0,1,0,1,0,0,0,0.2068895697593689
94,20,15,0,0,1,0,0,0,1,0,0.0025575405452400446
95,20,12,0,0,1,0,0,0,1,0,0.15535759925842285
96,20,8,0,0,1,0,0,0,0,1,0.2535390257835388
97,30,3,0,1,0,0,0,0,1,0,0.004302577581256628
98,30,4,0,1,0,0,1,0,0,0,0.06913623213768005
99,30,15,0,1,0,0,0,0,1,0,0.0024206871166825294
100,30,12,0,1,0,0,0,0,1,0,0.05955001339316368
101,30,8,0,1,0,0,0,0,0,1,0.08404143154621124
102,30,3,0,1,0,0,0,0,1,0,0.002559361979365349
103,30,4,0,1,0,0,1,0,0,0,0.015396197326481342
104,30,15,0,1,0,0,0,0,1,0,0.001554506947286427
105,30,12,0,1,0,0,0,0,1,0,0.011181795038282871
106,30,8,0,1,0,0,0,0,0,1,0.01866108365356922
107,5,3,0,0,1,0,0,0,1,0,0.011252584867179394
108,5,4,0,0,1,0,1,0,0,0,0.22329272329807281
109,5,15,0,0,1,0,0,0,1,0,0.006607916671782732
110,5,12,0,0,1,0,0,0,1,0,0.228199765086174
111,5,8,0,0,1,0,0,0,0,1,0.264983594417572
112,5,3,0,0,1,0,0,0,1,0,0.004723136778920889
113,5,4,0,0,1,0,1,0,0,0,0.039977725595235825
114,5,15,0,0,1,0,0,0,1,0,0.0027499906718730927
115,5,12,0,0,1,0,0,0,1,0,0.031687695533037186
116,5,8,0,0,1,0,0,0,0,1,0.046553537249565125
117,4,3,0,0,1,0,0,0,1,0,0.008543862029910088
118,4,4,0,0,1,0,1,0,0,0,0.12693889439105988
119,4,15,0,0,1,0,0,0,1,0,0.014989035204052925
120,4,12,0,0,1,0,0,0,1,0,0.11084037274122238
121,4,8,0,0,1,0,0,0,0,1,0.1626368910074234
122,4,3,0,0,1,0,0,0,1,0,0.004368550144135952
123,4,4,0,0,1,0,1,0,0,0,0.026255983859300613
124,4,15,0,0,1,0,0,0,1,0,0.004753340966999531
125,4,12,0,0,1,0,0,0,1,0,0.018935823813080788
126,4,8,0,0,1,0,0,0,0,1,0.032097604125738144
127,2,3,0,0,1,0,0,0,1,0,0.014725576154887676
