primary key_x,foreign key_x,size_x,primary key_y,foreign key_y,size_y,YYYY_x,array_x,boolean_x,float_x,integer_x,string_x,array_y,boolean_y,float_y,integer_y,string_y,timestamp_y,outputscore
1,0,10,0,1,1000,0,0,0,0,0,1,0,0,0,1,0,0,0.07406583428382874
1,0,10,0,1,1000,0,0,0,0,0,1,0,0,0,1,0,0,0.22211815416812897
1,0,10,1,0,1000,0,0,0,0,0,1,0,0,0,1,0,0,0.24274200201034546
1,0,10,0,1,1000,0,0,0,0,0,1,0,0,0,1,0,0,0.009543610736727715
1,0,10,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.002539941342547536
1,0,10,1,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0.00015051801165100187
1,0,10,0,0,25,0,0,0,0,0,1,0,0,0,0,1,0,0.00023494870401918888
1,0,10,0,1,600,0,0,0,0,0,1,0,0,0,1,0,0,0.036176204681396484
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.23626708984375
1,0,10,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0.0003360891714692116
1,0,10,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0.0002984932507388294
1,0,10,1,0,600,0,0,0,0,0,1,0,0,0,1,0,0,0.06899357587099075
1,0,10,0,1,610,0,0,0,0,0,1,0,0,0,1,0,0,0.12432489544153214
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.0006904467009007931
1,0,10,1,0,650,0,0,0,0,0,1,0,0,0,1,0,0,0.17348739504814148
1,0,10,1,0,600,0,0,0,0,0,1,0,0,0,1,0,0,0.00013682116696145386
1,0,10,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0.00022528872068505734
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.013455091044306755
1,0,10,0,1,110,0,0,0,0,0,1,0,0,0,1,0,0,0.0002000769745791331
1,0,10,0,1,20,0,0,0,0,0,1,0,0,0,1,0,0,0.0001289564388571307
1,0,10,1,0,110,0,0,0,0,0,1,0,0,0,1,0,0,0.00015056741540320218
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,3.9525195461465046e-05
1,0,10,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0.030198480933904648
1,0,10,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0.00359079847112298
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.0002320857165614143
1,0,10,0,0,35,0,0,0,0,0,1,0,0,0,0,1,0,0.0011950737098231912
1,0,10,0,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0.005655826069414616
1,0,10,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,3.7208064895821735e-05
1,0,10,1,0,300,0,0,0,0,0,1,0,0,0,1,0,0,0.05786266550421715
1,0,10,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0.11105050891637802
1,0,10,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0.006406422238796949
1,0,10,1,0,4600,0,0,0,0,0,1,0,0,0,1,0,0,0.00015728770813439041
1,0,10,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0.027098892256617546
1,0,10,0,0,30,0,0,0,0,0,1,0,0,1,0,0,0,0.0002933501382358372
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.00024268223205581307
1,0,10,0,0,200,0,0,0,0,0,1,0,0,1,0,0,0,0.021281074732542038
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.0028345854952931404
1,0,10,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0,0.15382076799869537
1,0,10,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0,0.11191997677087784
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.00014944786380510777
1,0,10,0,0,150,0,0,0,0,0,1,0,0,0,0,1,0,0.09951427578926086
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.007066548801958561
1,0,10,0,0,30,0,0,0,0,0,1,0,0,0,0,1,0,0.00012344069546088576
1,0,10,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0.023997837677598
1,0,10,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0.006676699500530958
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.07610759884119034
1,0,10,1,0,1000,0,0,0,0,0,1,0,0,0,1,0,0,0.05195876210927963
1,0,10,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0.0021011310163885355
1,0,10,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0.02392561174929142
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.07843837887048721
1,0,10,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0.00011997035471722484
1,0,10,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.00015999445167835802
1,0,10,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0.07581693679094315
1,0,10,1,0,110,0,0,0,0,0,1,0,0,0,1,0,0,0.11025392264127731
1,0,10,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0.004191876854747534
