primary key_x,foreign key_x,size_x,primary key_y,foreign key_y,size_y,YYYY_x,array_x,boolean_x,float_x,integer_x,string_x,array_y,boolean_y,float_y,integer_y,string_y,timestamp_y,outputscore
1,0,10,0,1,1000,0,0,0,0,0,1,0,0,0,1,0,0,0.11225037276744843
1,0,10,0,1,1000,0,0,0,0,0,1,0,0,0,1,0,0,0.2779194712638855
1,0,10,1,0,1000,0,0,0,0,0,1,0,0,0,1,0,0,0.22333112359046936
1,0,10,0,1,1000,0,0,0,0,0,1,0,0,0,1,0,0,0.02975292317569256
1,0,10,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.006251968443393707
1,0,10,1,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0.00023834232706576586
1,0,10,0,0,25,0,0,0,0,0,1,0,0,0,0,1,0,0.00034183802199549973
1,0,10,0,1,600,0,0,0,0,0,1,0,0,0,1,0,0,0.07571640610694885
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.2758238613605499
1,0,10,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0.0003383824077900499
1,0,10,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0.00023184221936389804
1,0,10,1,0,600,0,0,0,0,0,1,0,0,0,1,0,0,0.11965510994195938
1,0,10,0,1,610,0,0,0,0,0,1,0,0,0,1,0,0,0.2791081666946411
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.002691759029403329
1,0,10,1,0,650,0,0,0,0,0,1,0,0,0,1,0,0,0.22710098326206207
1,0,10,1,0,600,0,0,0,0,0,1,0,0,0,1,0,0,0.00012671588046941906
1,0,10,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0.00020277225121390074
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.02597217820584774
1,0,10,0,1,110,0,0,0,0,0,1,0,0,0,1,0,0,0.00019188178703188896
1,0,10,0,1,20,0,0,0,0,0,1,0,0,0,1,0,0,0.0001323283649981022
1,0,10,1,0,110,0,0,0,0,0,1,0,0,0,1,0,0,0.00017623926396481693
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,7.380230817943811e-05
1,0,10,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0.15145812928676605
1,0,10,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0.002925697946920991
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.00017534251674078405
1,0,10,0,0,35,0,0,0,0,0,1,0,0,0,0,1,0,0.00615118769928813
1,0,10,0,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0.019329577684402466
1,0,10,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,8.399267244385555e-05
1,0,10,1,0,300,0,0,0,0,0,1,0,0,0,1,0,0,0.15981905162334442
1,0,10,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0.1995769888162613
1,0,10,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0.016496721655130386
1,0,10,1,0,4600,0,0,0,0,0,1,0,0,0,1,0,0,0.0001572979090269655
1,0,10,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0.05540711432695389
1,0,10,0,0,30,0,0,0,0,0,1,0,0,1,0,0,0,0.000522793096024543
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.0003901446470990777
1,0,10,0,0,200,0,0,0,0,0,1,0,0,1,0,0,0,0.04152530059218407
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.004200495779514313
1,0,10,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0,0.19703936576843262
1,0,10,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0,0.26978549361228943
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.00018781336257234216
1,0,10,0,0,150,0,0,0,0,0,1,0,0,0,0,1,0,0.16766241192817688
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.004971195012331009
1,0,10,0,0,30,0,0,0,0,0,1,0,0,0,0,1,0,0.00010922190267592669
1,0,10,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0.04940997064113617
1,0,10,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0.02314644679427147
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.11269409209489822
1,0,10,1,0,1000,0,0,0,0,0,1,0,0,0,1,0,0,0.10901109874248505
1,0,10,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0.003115700092166662
1,0,10,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0.05505793169140816
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.15968944132328033
1,0,10,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0.00019354949472472072
1,0,10,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.00028233861667104065
1,0,10,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0.12679241597652435
1,0,10,1,0,110,0,0,0,0,0,1,0,0,0,1,0,0,0.22774934768676758
1,0,10,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0.006782905664294958
1,0,10,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0.21442367136478424
1,0,10,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0.04589523747563362
1,0,10,0,0,35,0,0,0,0,0,1,0,0,0,0,1,0,0.009867129847407341
1,0,10,0,1,200,0,0,0,0,0,1,0,0,0,1,0,0,0.001645787968300283
1,0,10,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0.00010694740922190249
0,0,50,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,5.839335426571779e-05
0,0,50,0,0,30,0,0,0,0,1,0,0,0,0,0,1,0,8.209307998185977e-05
0,0,50,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0.009419247508049011
0,0,50,1,0,1000,0,0,0,0,1,0,0,0,0,1,0,0,0.039050664752721786
0,0,50,0,0,13,0,0,0,0,1,0,0,0,0,0,0,1,0.06325690448284149
0,0,50,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0.08557082712650299
0,0,50,1,0,600,0,0,0,0,1,0,0,0,0,1,0,0,7.311464287340641e-05
0,0,50,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,7.884946535341442e-05
0,0,50,0,0,13,0,0,0,0,1,0,0,0,0,0,0,1,0.00010434519208502024
0,0,50,1,0,300,0,0,0,0,1,0,0,0,0,1,0,0,0.0017706477083265781
0,0,50,0,0,13,0,0,0,0,1,0,0,0,0,0,0,1,9.630644490243867e-05
0,0,50,0,0,13,0,0,0,0,1,0,0,0,0,0,0,1,0.060154203325510025
0,0,50,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0.001187288318760693
0,0,50,0,0,25,0,0,0,0,1,0,0,0,0,0,1,0,0.0013408693484961987
0,0,50,0,0,200,0,0,0,0,1,0,0,0,1,0,0,0,0.004846172872930765
0,0,50,1,0,600,0,0,0,0,1,0,0,0,0,1,0,0,3.93103327951394e-05
0,0,50,0,0,150,0,0,0,0,1,0,0,0,0,0,1,0,0.00011917598749278113
0,0,50,0,0,40,0,0,0,0,1,0,0,0,0,0,1,0,0.04632958024740219
0,0,50,0,1,1000,0,0,0,0,1,0,0,0,0,1,0,0,0.008527861908078194
0,0,50,1,0,110,0,0,0,0,1,0,0,0,0,1,0,0,5.2007337217219174e-05
0,0,50,0,0,13,0,0,0,0,1,0,0,0,0,0,0,1,0.0003058477595914155
0,0,50,0,0,35,0,0,0,0,1,0,0,0,0,0,1,0,6.846999895060435e-05
0,0,50,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0.011212171986699104
